title,locale,image_url,url,path,labio_identnummer,description,price,Grundpreis,Füllmenge,category,Anwendung,Inhaltsstoffe,Siliconfree,Vegan,Verfügbar
glam + colour Glowy Chocolate .24 .BC Colouring Mask,de,https://image.labiosthetique.com/i/square-1440/m2-product:glam_colour_glowy_chocolate_.24_.bc_colouring_mask_381816_200ml_1374fae.jpg/feed-media.jpg,https://www.labiosthetique.de/glam-colour-glowy-chocolate-24-bc-colouring-mask,/glam-colour-glowy-chocolate-24-bc-colouring-mask,038287,Die Haarmaske mit Farbpigmenten und Farbschutz wirkt intensiv pflegend und verleiht braunem Haar einen satten und warmen Schokoladen-Ton mit leuchtenden Reflexen.,"37,50 €","187,50 € / 1 l",200 ml,Haar- & Kopfhautpflege,"Die Colouring Mask unter Verwendung der beigefügten Handschuhe gleichmäßig im gewaschenen, handtuchtrockenen Haar verteilen. Je nach gewünschter Intensität 3-10 Minuten einwirken lassen, anschließend gründlich ausspülen.","AQUA (WATER), CETEARYL ALCOHOL, BETAINE, GLYCERIN, DIMETHICONE PEG-8 MEADOWFOAMATE, ISODODECANE, BEHENTRIMONIUM CHLORIDE, PEG-2 DIMEADOWFOAMAMIDOETHYLMONIUM METHOSULFATE, PHENOXYETHANOL, HYDROXYETHYLCELLULOSE, CRAMBE ABYSSINICA SEED OIL, NEOPENTYL GLYCOL DIHEPTANOATE, ETHYLHEXYL SALICYLATE, PARFUM (FRAGRANCE), HEXYLENE GLYCOL , QUATERNIUM-91, CETEARETH-20, PROPYLENE GLYCOL, CETRIMONIUM METHOSULFATE, ISOPROPYL ALCOHOL, HYDROLYZED RICE PROTEIN, ETHYLHEXYLGLYCERIN, N,N-BIS(2-HYDROXYETHYL)-2-NITRO-P-PHENYLENEDIAMINE, BASIC RED 76, HC BLUE NO. 2, HC YELLOW NO. 2, HC BLUE NO. 16, QUILLAJA SAPONARIA BARK EXTRACT, BASIC BROWN 17, HYDROLYZED SERICIN, SORBITOL, TRIBEHENIN, BASIC YELLOW 57, SODIUM BENZOATE",no,no,ja
glam + colour Glowy Chocolate .24 .BC Colouring Mask,en,https://image.labiosthetique.com/i/square-1440/m2-product:glam_colour_glowy_chocolate_.24_.bc_colouring_mask_381816_200ml_1374fae.jpg/feed-media.jpg,https://www.labiosthetique.de/glam-colour-glowy-chocolate-24-bc-colouring-mask,/glam-colour-glowy-chocolate-24-bc-colouring-mask,038287,The hair mask with colour pigments and colour protection has an intensive conditioning effect and gives brown hair a rich and warm chocolate tone with luminous highlights.,"37,50 €","187,50 € / 1 l",200 ml,Hair & scalp care,"Apply Colouring Mask evenly to washed, towel-dried hair using the enclosed gloves. Leave on for 3-10 minutes depending on the desired intensity, then rinse thoroughly.","AQUA (WATER), CETEARYL ALCOHOL, BETAINE, GLYCERIN, DIMETHICONE PEG-8 MEADOWFOAMATE, ISODODECANE, BEHENTRIMONIUM CHLORIDE, PEG-2 DIMEADOWFOAMAMIDOETHYLMONIUM METHOSULFATE, PHENOXYETHANOL, HYDROXYETHYLCELLULOSE, CRAMBE ABYSSINICA SEED OIL, NEOPENTYL GLYCOL DIHEPTANOATE, ETHYLHEXYL SALICYLATE, PARFUM (FRAGRANCE), HEXYLENE GLYCOL , QUATERNIUM-91, CETEARETH-20, PROPYLENE GLYCOL, CETRIMONIUM METHOSULFATE, ISOPROPYL ALCOHOL, HYDROLYZED RICE PROTEIN, ETHYLHEXYLGLYCERIN, N,N-BIS(2-HYDROXYETHYL)-2-NITRO-P-PHENYLENEDIAMINE, BASIC RED 76, HC BLUE NO. 2, HC YELLOW NO. 2, HC BLUE NO. 16, QUILLAJA SAPONARIA BARK EXTRACT, BASIC BROWN 17, HYDROLYZED SERICIN, SORBITOL, TRIBEHENIN, BASIC YELLOW 57, SODIUM BENZOATE",no,no,ja
Beauty Stick Highlighter,de,https://image.labiosthetique.com/i/square-1440/m2-product:beauty_stick_highlighter_405211_7g_2761844.jpg/feed-media.jpg,https://www.labiosthetique.de/beauty-stick-highlighter,/beauty-stick-highlighter,021764,"Mit lichtreflektierenden Pigmenten natürlichen Ursprungs und einer besonders leichten, hautpflegenden Textur setzt der vielseitige Beauty Stick Highlighter strahlende Akzente und sorgt für einen Sofort-Glow – perfekt für Gesicht und Körper!","39,00 €",0,7 g,Make-Up,"Direkt auf die gewünschten Gesichtspartien wie Wangenknochen, Nasenrücken, Brauenbogen oder Lippenherz auftragen. Mit den Fingern, einem Schwamm oder einem Foundation-Pinsel verblenden, bis der Glow nahtlos mit der Haut verschmilzt. Wiederholtes Auftragen erhöht die Intensität vom dezenten Leuchten bis zum strahlenden Glow.","OCTYLDODECANOL, MICA, ORYZA SATIVA (RICE) BRAN WAX, CI 77891 (TITANIUM DIOXIDE), BUTYROSPERMUM PARKII (SHEA) BUTTER, HYDROGENATED COCONUT OIL, SQUALANE, TRIBEHENIN, GLYCERYL ROSINATE, NEOPENTYL GLYCOL DICAPRYLATE/DICAPRATE, MAGNESIUM STEARATE, SILICA, VACCINIUM MACROCARPON (CRANBERRY) SEED OIL, CI 77491 (IRON OXIDES), SYNTHETIC FLUORPHLOGOPITE, TOCOPHEROL, PARFUM (FRAGRANCE), HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, LINALOOL, TIN OXIDE, LINALYL ACETATE, CITRUS AURANTIUM FLOWER OIL, GERANYL ACETATE",yes,yes,ja
Beauty Stick Highlighter,en,https://image.labiosthetique.com/i/square-1440/m2-product:beauty_stick_highlighter_405211_7g_2761844.jpg/feed-media.jpg,https://www.labiosthetique.de/beauty-stick-highlighter,/beauty-stick-highlighter,021764,"With natural light-reflecting pigments and a particularly light, skin-conditioning texture, the versatile Beauty Stick Highlighter provides radiant accents and conjures up an instant glow – perfect for the face and body!","39,00 €",0,7 g,Make-up,"Apply directly to the desired areas of the face, for example the cheekbones, bridge of the nose, brow arch or cupid’s bow. Use your fingers, a sponge or a foundation brush to blend in the highlighter until the glow melts seamlessly into the skin. Repeated application increases the intensity from subtle highlighting to a radiant glow.","OCTYLDODECANOL, MICA, ORYZA SATIVA (RICE) BRAN WAX, CI 77891 (TITANIUM DIOXIDE), BUTYROSPERMUM PARKII (SHEA) BUTTER, HYDROGENATED COCONUT OIL, SQUALANE, TRIBEHENIN, GLYCERYL ROSINATE, NEOPENTYL GLYCOL DICAPRYLATE/DICAPRATE, MAGNESIUM STEARATE, SILICA, VACCINIUM MACROCARPON (CRANBERRY) SEED OIL, CI 77491 (IRON OXIDES), SYNTHETIC FLUORPHLOGOPITE, TOCOPHEROL, PARFUM (FRAGRANCE), HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, LINALOOL, TIN OXIDE, LINALYL ACETATE, CITRUS AURANTIUM FLOWER OIL, GERANYL ACETATE",yes,yes,ja
Sensual Lipstick Matt M408 Scarlet,de,https://image.labiosthetique.com/i/square-1440/m2-product:sensual_lipstick_matt_m408_scarlet_410740_3_3g_7d376db.jpg/feed-media.jpg,https://www.labiosthetique.de/sensual-lipstick-matt?childSku=4040218889161,/sensual-lipstick-matt?childSku=4040218889161,019292,Geschmeidig und gleichmäßig im Auftrag: Sensual Lipstick Matt hüllt die Lippen in eine angesagt matte Farbnuance.,"26,50 €",0,"3,3 g",Make-Up,"Für ein perfektes Make-up die Lippenkonturen zuerst mit einem Lipliner nachzeichnen, der farblich der Nuance des Lippenstifts entspricht. Anschließend Sensual Lipstick Matt mit einem Lippenpinsel auf die Lippen auftragen.","CAPRYLIC/CAPRIC TRIGLYCERIDE, KAOLIN, CANDELILLA CERA (EUPHORBIA CERIFERA WAX), SILICA, HELIANTHUS ANNUUS (SUNFLOWER) SEED WAX, POLYGLYCERYL-3 DIISOSTEARATE, RICINUS COMMUNIS (CASTOR) SEED OIL, DICAPRYLYL ETHER , CI 15850 (RED 7 LAKE), DISTARCH PHOSPHATE, CI 15985 (YELLOW 6 LAKE), CI 77891 (TITANIUM DIOXIDE), DICALCIUM PHOSPHATE, AROMA (FLAVOR), ETHYL VANILLIN, LECITHIN, TOCOPHEROL, ASCORBYL PALMITATE, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, DISTEARDIMONIUM HECTORITE, POLYHYDROXYSTEARIC ACID, BENZYL ALCOHOL, CITRIC ACID, CI 77491 (IRON OXIDES), CI 15850 (RED 6), CI 19140 (YELLOW 5 LAKE), CI 42090 (BLUE 1 LAKE), CI 45410 (RED 28 LAKE), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES)",yes,yes,ja
Sensual Lipstick Matt M408 Scarlet,en,https://image.labiosthetique.com/i/square-1440/m2-product:sensual_lipstick_matt_m408_scarlet_410740_3_3g_7d376db.jpg/feed-media.jpg,https://www.labiosthetique.de/sensual-lipstick-matt?childSku=4040218889161,/sensual-lipstick-matt?childSku=4040218889161,019292,Soft and even application: Sensual Lipstick Matt gives the lips a trendy matte coat of colour.,"26,50 €",0,"3,3 g",Make-up,For a perfect lip make-up first outline the lipline with a lipliner that matches the colour of the lipstick. Then apply Sensual Lipstick Matt to the lips with a brush.,"CAPRYLIC/CAPRIC TRIGLYCERIDE, KAOLIN, CANDELILLA CERA (EUPHORBIA CERIFERA WAX), SILICA, HELIANTHUS ANNUUS (SUNFLOWER) SEED WAX, POLYGLYCERYL-3 DIISOSTEARATE, RICINUS COMMUNIS (CASTOR) SEED OIL, DICAPRYLYL ETHER , CI 15850 (RED 7 LAKE), DISTARCH PHOSPHATE, CI 15985 (YELLOW 6 LAKE), CI 77891 (TITANIUM DIOXIDE), DICALCIUM PHOSPHATE, AROMA (FLAVOR), ETHYL VANILLIN, LECITHIN, TOCOPHEROL, ASCORBYL PALMITATE, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, DISTEARDIMONIUM HECTORITE, POLYHYDROXYSTEARIC ACID, BENZYL ALCOHOL, CITRIC ACID, CI 77491 (IRON OXIDES), CI 15850 (RED 6), CI 19140 (YELLOW 5 LAKE), CI 42090 (BLUE 1 LAKE), CI 45410 (RED 28 LAKE), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES)",yes,yes,ja
Make-up-Schwämmchen,de,https://image.labiosthetique.com/i/square-1440/m2-product:make_up_schw_mmchen_247861_1St_ck_09cc4fb.jpg/feed-media.jpg,https://www.labiosthetique.de/make-up-schwaemmchen,/make-up-schwaemmchen,009460,Unentbehrlicher Helfer für einen ebenmäßigen Teint: Der Latexschwamm eignet sich perfekt zum Auftragen von Make-up,"6,00 €",0,1 pcs,Make-Up,"Das Schminkschwämmchen erreicht durch seine abgerundete Form auch schwer zugängliche Stellen. Dazu pudriges wie flüssiges Make-up sanft auftupfen und anschließend im Gesicht und am Dekolleté gleichmäßig verteilen. Ein Auftrag mit leicht angefeuchtetem Schwamm sorgt für einen zarteren Effekt, ein trockener Auftrag für eine höhere Deckkraft. Schwämmchen regelmäßig mit Seife und warmem Wasser reinigen.",keine Angabe,no,no,ja
"Make-up sponge, latex",en,https://image.labiosthetique.com/i/square-1440/m2-product:make_up_schw_mmchen_247861_1St_ck_09cc4fb.jpg/feed-media.jpg,https://www.labiosthetique.de/make-up-schwaemmchen,/make-up-schwaemmchen,009460,an essential aid for an even complexion: the latex sponge is perfect for applying make-up,"6,00 €",0,1 pcs,Make-up,the make-up sponge has a rounded shape for difficult to access areas. Softly dab on powder or liquid make-up and then evenly distribute on face and décolleté. An application with a slightly moist sponge creates a more delicate effect. A dry sponge provides greater coverage. Regularly wash the sponge with soap and warm water.,not specified,no,no,ja
Dermosthétique Ocean Plant Refining Hydro Serum,de,https://image.labiosthetique.com/i/square-1440/m2-product:dermosth_tique_ocean_plant_refining_hydro_serum_247963_30ml_223b65a.jpg/feed-media.jpg,https://www.labiosthetique.de/ocean-plant-refining-hydro-serum,/ocean-plant-refining-hydro-serum,002807,"Ein energetisierender Cocktail pflanzlicher Aktivstoffe aus dem Meer wirkt klärend, verfeinert das Relief der Haut und gibt ihr die natürliche Strahlkraft zurück.","104,50 €","3.483,33 € / 1 l",30 ml,Hautpflege,Täglich morgens und abends auf die gereinigte und tonifizierte Haut auftragen. Anschließend mit der gewohnten Pflege fortfahren. Kann auch als alleinige Pflege genutzt werden.,"AQUA (WATER), SQUALANE, GLYCERIN, CETEARYL ALCOHOL, CAPRYLIC/CAPRIC TRIGLYCERIDE, CETEARYL ETHYLHEXANOATE, GLYCERYL STEARATE, STEARIC ACID, SACCHARIDE ISOMERATE, JANIA RUBENS EXTRACT, CAESALPINIA SPINOSA GUM, SODIUM LAUROYL GLUTAMATE, ISOPROPYL MYRISTATE, SODIUM CARRAGEENAN, PHENOXYETHANOL, ETHYLHEXYLGLYCERIN, BENZOIC ACID, DEHYDROACETIC ACID, SODIUM BENZOATE, CITRIC ACID, PARFUM (FRAGRANCE)",yes,yes,ja
Dermosthétique Ocean Plant Refining Hydro Serum,en,https://image.labiosthetique.com/i/square-1440/m2-product:dermosth_tique_ocean_plant_refining_hydro_serum_247963_30ml_223b65a.jpg/feed-media.jpg,https://www.labiosthetique.de/ocean-plant-refining-hydro-serum,/ocean-plant-refining-hydro-serum,002807,"An energising cocktail of plant active ingredients from the sea has a clarifying effect, refines the skin relief and restores the skin’s natural radiance.","104,50 €","3.483,33 € / 1 l",30 ml,Skin care,"Apply daily to cleansed and toned skin in the morning and evening, then continue with your usual care. This care product can also be used on its own.","AQUA (WATER), SQUALANE, GLYCERIN, CETEARYL ALCOHOL, CAPRYLIC/CAPRIC TRIGLYCERIDE, CETEARYL ETHYLHEXANOATE, GLYCERYL STEARATE, STEARIC ACID, SACCHARIDE ISOMERATE, JANIA RUBENS EXTRACT, CAESALPINIA SPINOSA GUM, SODIUM LAUROYL GLUTAMATE, ISOPROPYL MYRISTATE, SODIUM CARRAGEENAN, PHENOXYETHANOL, ETHYLHEXYLGLYCERIN, BENZOIC ACID, DEHYDROACETIC ACID, SODIUM BENZOATE, CITRIC ACID, PARFUM (FRAGRANCE)",yes,yes,ja
Cream Gloss Chutney,de,https://image.labiosthetique.com/i/square-1440/m2-product:cream_gloss_chutney_405199_3_5ml_c90cf58.jpg/feed-media.jpg,https://www.labiosthetique.de/cream-gloss?childSku=4040218885460,/cream-gloss?childSku=4040218885460,019881,Intensive Farbbrillanz und Pflege in Einem: Dieser hochglänzende Cream Gloss zaubert im Handumdrehen sinnlich volle Lippen für einen glamourösen Look.,"25,00 €",0,"3,5 ml",Make-Up,Cream Gloss mit Hilfe des Applikators auf die Lippen geben. Die cremige Textur ermöglicht ein einfaches und präzises Auftragen. Tipp: Für eine besondere 3-D-Wirkung die Lippen mit Konturen- und Lippenstift schminken und anschließend Gloss nur auf der Mitte der Ober- und Unterlippe auftragen.,"OLEIC/LINOLEIC/LINOLENIC POLYGLYCERIDES, RICINUS COMMUNIS (CASTOR) SEED OIL, HYDROGENATED VEGETABLE OIL, KAOLIN, CANDELILLA CERA (EUPHORBIA CERIFERA WAX), CI 77491 (IRON OXIDES), CERA ALBA (BEESWAX), DICALCIUM PHOSPHATE, PARFUM (FRAGRANCE), CI 15850 (RED 7), SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL, VANILLIN, CI 77499 (IRON OXIDES)",yes,no,ja
Cream Gloss Chutney,en,https://image.labiosthetique.com/i/square-1440/m2-product:cream_gloss_chutney_405199_3_5ml_c90cf58.jpg/feed-media.jpg,https://www.labiosthetique.de/cream-gloss?childSku=4040218885460,/cream-gloss?childSku=4040218885460,019881,Intense colour brilliance and care in one: This high-gloss Cream Gloss gives you sensuously full and glamorous 50s-style lips in the time it takes you to create that perfect pout,"25,00 €",0,"3,5 ml",Make-up,Apply Cream Gloss to the lips with the help of the applicator. The creamy texture enables a precise and easy application. Tip: For a special 3D effect apply lipliner and lipstick and then just apply the gloss to the middle of the top and bottom lip.,"OLEIC/LINOLEIC/LINOLENIC POLYGLYCERIDES, RICINUS COMMUNIS (CASTOR) SEED OIL, HYDROGENATED VEGETABLE OIL, KAOLIN, CANDELILLA CERA (EUPHORBIA CERIFERA WAX), CI 77491 (IRON OXIDES), CERA ALBA (BEESWAX), DICALCIUM PHOSPHATE, PARFUM (FRAGRANCE), CI 15850 (RED 7), SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL, VANILLIN, CI 77499 (IRON OXIDES)",yes,no,ja
Bürste Ceramic & Ion 55mm,de,https://image.labiosthetique.com/i/square-1440/m2-product:b_rste_ceramic_ion_55mm_247439_1St_ck_c033ff0.jpg/feed-media.jpg,https://www.labiosthetique.de/buerste-ceramic-ion-55mm,/buerste-ceramic-ion-55mm,043961,"Die Extraportion Glanz und mehr Volumen: Universelle Rundbürste mit ionisierenden Borsten, die eine statische Aufladung der Haare reduzieren.","24,00 €",0,1 pcs,"Haar- & Kopfhautpflege,Styling","Das Haar halbtrocken föhnen und anschließend kleine Partien abteilen. Die Bürste am Haaransatz ansetzen, unter Spannung halten und den Föhn auf den Bürstenkörper richten. Das Haar erst auf hoher Stufe und für einen längeren Halt anschließend kalt föhnen.",keine Angabe,no,no,ja
Brush Ceramic & Ion 55mm,en,https://image.labiosthetique.com/i/square-1440/m2-product:b_rste_ceramic_ion_55mm_247439_1St_ck_c033ff0.jpg/feed-media.jpg,https://www.labiosthetique.de/buerste-ceramic-ion-55mm,/buerste-ceramic-ion-55mm,043961,That extra portion of shine and more volume: universal round brush with ionising bristles that reduce the static charge of the hair.,"24,00 €",0,1 pcs,"Hair & scalp care,Styling","Blow-dry the hair till it is half-dry and then divide into small sections. Place the brush at the hair roots, hold tight in the hair and direct the hairdryer at the brush body. Blow-dry the hair on a high setting and for longer hold blast it with the cool shot setting.",not specified,no,no,ja
Revitalising Serum,de,https://image.labiosthetique.com/i/square-1440/m2-product:revitalising_serum_382738_30ml_535275f.jpg/feed-media.jpg,https://www.labiosthetique.de/revitalising-serum,/revitalising-serum,004310,"Mit einem hochwirksamen Phytokomplex als hautverträgliche Retinol-Alternative wirkt das leichte Serum überall dort, wo eine intensive Anti-Falten-Wirkung erwünscht ist. Für alle Liebhaber von Ménulphia Jeunesse Contour wird dies Ihr neues Lieblingsprodukt.","58,50 €","1.950,00 € / 1 l",30 ml,Hautpflege,"Revitalisierendes Serum mit retinolähnlichem Phytokomplex. Morgens und abends auf die gereinigte Haut von Gesicht, Hals und Dekolleté auftragen. Ideal auch als Augenpflege.","AQUA (WATER), GLYCERIN, CAPRYLIC/CAPRIC TRIGLYCERIDE, SQUALANE, PROPYLHEPTYL CAPRYLATE, HYDROGENATED COCO-GLYCERIDES, CETEARYL ALCOHOL, CETEARYL GLUCOSIDE , CETYL PALMITATE, BAKUCHIOL, PISTACIA LENTISCUS (MASTIC) GUM, CERAMIDE NG, BRASSICA CAMPESTRIS (RAPESEED) STEROLS, POTASSIUM CETYL PHOSPHATE, BEHENYL ALCOHOL, GLYCERYL STEARATE, PALMITIC ACID, STEARIC ACID, BENZOIC ACID, LECITHIN, TOCOPHEROL, PENTYLENE GLYCOL, CETYL ALCOHOL, LAURYL ALCOHOL, MYRISTYL ALCOHOL, GLYCINE SOJA (SOYBEAN) OIL, GLYCERYL CAPRYLATE, BETA-CARYOPHYLLENE, PHENOXYETHANOL, DEHYDROACETIC ACID, BETA-PINENES",yes,yes,ja
Revitalising Serum,en,https://image.labiosthetique.com/i/square-1440/m2-product:revitalising_serum_382738_30ml_535275f.jpg/feed-media.jpg,https://www.labiosthetique.de/revitalising-serum,/revitalising-serum,004310,"With a highly effective phytocomplex as a skin-friendly retinol alternative, the light serum works wherever an intensive anti-wrinkle effect is required. For all lovers of Ménulphia Jeunesse Contour this will be your new favorite product.","58,50 €","1.950,00 € / 1 l",30 ml,Skin care,"Revitalising Serum with retinol-like phytocomplex. Apply morning and evening to cleansed skin on the face, neck and décolleté. Also ideal as eye care.","AQUA (WATER), GLYCERIN, CAPRYLIC/CAPRIC TRIGLYCERIDE, SQUALANE, PROPYLHEPTYL CAPRYLATE, HYDROGENATED COCO-GLYCERIDES, CETEARYL ALCOHOL, CETEARYL GLUCOSIDE , CETYL PALMITATE, BAKUCHIOL, PISTACIA LENTISCUS (MASTIC) GUM, CERAMIDE NG, BRASSICA CAMPESTRIS (RAPESEED) STEROLS, POTASSIUM CETYL PHOSPHATE, BEHENYL ALCOHOL, GLYCERYL STEARATE, PALMITIC ACID, STEARIC ACID, BENZOIC ACID, LECITHIN, TOCOPHEROL, PENTYLENE GLYCOL, CETYL ALCOHOL, LAURYL ALCOHOL, MYRISTYL ALCOHOL, GLYCINE SOJA (SOYBEAN) OIL, GLYCERYL CAPRYLATE, BETA-CARYOPHYLLENE, PHENOXYETHANOL, DEHYDROACETIC ACID, BETA-PINENES",yes,yes,ja
Comforting Micellar Cleansing Milk,de,https://image.labiosthetique.com/i/square-1440/m2-product:comforting_micellar_cleansing_milk_391983_250ml_2aab76d.jpg/feed-media.jpg,https://www.labiosthetique.de/comforting-micellar-cleansing-milk?childSku=4040218868159,/comforting-micellar-cleansing-milk?childSku=4040218868159,003532,"Die milde Reinigungsmilch beruhigt empfindliche Gesichtshaut, während sie Make-up und Schmutz ebenso sanft wie zuverlässig entfernt und ein Austrocknen der Haut verhindert. Für alle Liebhaber von Clair de Teint Sensitif wird dies Ihr neues Lieblingsprodukt.","26,50 €","106,00 € / 1 l",250 ml,Hautpflege,"Die sanfte Reinigungsmilch morgens und abends auf Gesicht, Hals und Dekolleté auftragen, mit etwas Wasser emulgieren und gründlich abspülen.","AQUA (WATER), DECYL OLEATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, C14-22 ALCOHOLS, HYDROGENATED COCO-GLYCERIDES, C12-20 ALKYL GLUCOSIDE, SODIUM LAUROYL OAT AMINO ACIDS, HYDROXYACETOPHENONE, SODIUM STEAROYL GLUTAMATE, XANTHAN GUM, 1,2-HEXANEDIOL, CAPRYLYL GLYCOL",yes,yes,ja
Comforting Micellar Cleansing Milk,en,https://image.labiosthetique.com/i/square-1440/m2-product:comforting_micellar_cleansing_milk_391983_250ml_2aab76d.jpg/feed-media.jpg,https://www.labiosthetique.de/comforting-micellar-cleansing-milk?childSku=4040218868159,/comforting-micellar-cleansing-milk?childSku=4040218868159,003532,The mild cleansing milk calms sensitive facial skin while removing dirt and make-up both gently and reliably and preventing the skin from drying out. For all lovers of Clair de Teint Sensitif this will be your new favorite product.,"26,50 €","106,00 € / 1 l",250 ml,Skin care,"In the morning and evening, apply the gentle cleansing milk to the face, neck and décolleté, lather with a little water, then rinse off thoroughly.","AQUA (WATER), DECYL OLEATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, C14-22 ALCOHOLS, HYDROGENATED COCO-GLYCERIDES, C12-20 ALKYL GLUCOSIDE, SODIUM LAUROYL OAT AMINO ACIDS, HYDROXYACETOPHENONE, SODIUM STEAROYL GLUTAMATE, XANTHAN GUM, 1,2-HEXANEDIOL, CAPRYLYL GLYCOL",yes,yes,ja
Hairloss Control Shampoo,de,https://image.labiosthetique.com/i/square-1440/m2-product:hairloss_control_shampoo_382568_250ml_115fe98.jpg/feed-media.jpg,https://www.labiosthetique.de/hairloss-control-shampoo?childSku=4040218871159,/hairloss-control-shampoo?childSku=4040218871159,120224,"Das milde Shampoo revitalisiert die Haarwurzeln, macht das Haar widerstandsfähiger und hilft, Haarausfall vorzubeugen. Für alle Liebhaber von Shampooing Actif wird dies Ihr neues Lieblingsprodukt.","38,00 €","152,00 € / 1 l",250 ml,Haar- & Kopfhautpflege,"Gleichmäßig im Haar und auf der Kopfhaut verteilen, kurz einwirken lassen und gründlich ausspülen.","AQUA (WATER), SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, SODIUM CHLORIDE, PHENOXYETHANOL, TROMETHAMINE, PANTHENOL, POLYQUATERNIUM-7, SODIUM BENZOATE, BENZOIC ACID, POLYQUATERNIUM-10, LACTIC ACID, ETHYLHEXYLGLYCERIN, SODIUM POLYPHOSPHATE, PARFUM (FRAGRANCE), CITRIC ACID, ALCOHOL, CHLORELLA VULGARIS/LUPINUS ALBUS PROTEIN FERMENT, KERATIN, MALUS DOMESTICA FRUIT CELL CULTURE EXTRACT, MANNITOL, PHOSPHATIDYLCHOLINE, GLYCERIN, HYDROLYZED KERATIN, LECITHIN, POTASSIUM SORBATE, POLYGLYCERYL-10 LAURATE, XANTHAN GUM, SODIUM ACETATE, CETYL ALCOHOL, LEONTOPODIUM ALPINUM FLOWER/LEAF EXTRACT, NIACINAMIDE, SORBITAN OLEATE, ISOPROPYL ALCOHOL, CAPRYLYL GLYCOL, CETRIMONIUM CHLORIDE, SODIUM LACTATE, SALVIA MILTIORRHIZA LEAF EXTRACT, PORPHYRA UMBILICALIS EXTRACT , TOCOPHEROL, PHYTOSPHINGOSINE",yes,no,ja
Hairloss Control Shampoo,en,https://image.labiosthetique.com/i/square-1440/m2-product:hairloss_control_shampoo_382568_250ml_115fe98.jpg/feed-media.jpg,https://www.labiosthetique.de/hairloss-control-shampoo?childSku=4040218871159,/hairloss-control-shampoo?childSku=4040218871159,120224,"The mild shampoo revitalises the hair roots, makes the hair more resistant and helps to prevent hair loss.","38,00 €","152,00 € / 1 l",250 ml,Hair & scalp care,"Distribute evenly in the hair and on the scalp, briefly allow to take effect, then rinse out thoroughly.","AQUA (WATER), SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, SODIUM CHLORIDE, PHENOXYETHANOL, TROMETHAMINE, PANTHENOL, POLYQUATERNIUM-7, SODIUM BENZOATE, BENZOIC ACID, POLYQUATERNIUM-10, LACTIC ACID, ETHYLHEXYLGLYCERIN, SODIUM POLYPHOSPHATE, PARFUM (FRAGRANCE), CITRIC ACID, ALCOHOL, CHLORELLA VULGARIS/LUPINUS ALBUS PROTEIN FERMENT, KERATIN, MALUS DOMESTICA FRUIT CELL CULTURE EXTRACT, MANNITOL, PHOSPHATIDYLCHOLINE, GLYCERIN, HYDROLYZED KERATIN, LECITHIN, POTASSIUM SORBATE, POLYGLYCERYL-10 LAURATE, XANTHAN GUM, SODIUM ACETATE, CETYL ALCOHOL, LEONTOPODIUM ALPINUM FLOWER/LEAF EXTRACT, NIACINAMIDE, SORBITAN OLEATE, ISOPROPYL ALCOHOL, CAPRYLYL GLYCOL, CETRIMONIUM CHLORIDE, SODIUM LACTATE, SALVIA MILTIORRHIZA LEAF EXTRACT, PORPHYRA UMBILICALIS EXTRACT , TOCOPHEROL, PHYTOSPHINGOSINE",yes,no,ja
