title,locale,image_url,url,path,labio_identnummer,description,price,Grundpreis,Füllmenge,category,Anwendung,Inhaltsstoffe
Eyeshadow Pen Blooming Grace,de,https://image.labiosthetique.com/i/square-1440/m2-product:eyeshadow_pen_blooming_grace_322643_1_4g_48ca459.jpg/feed-media.jpg,https://www.labiosthetique.de/eyeshadow-pen?childSku=4040218860191,/eyeshadow-pen?childSku=4040218860191,016312,"Als Lidschatten oder Eyeliner anwendbar: Eyeshadow Pen mit cremig weicher Textur, die sich einfach auftragen und verblenden lässt","23,50 €",,"1,4 g",Make-Up,Den Eyeshadow Pen als Lidschatten auf das gesamte Oberlid oder als Eyeliner entlang des Wimpernkranzes auftragen. Mit den Fingern oder einem Pinsel lässt sich die Farbe auch einfach verblenden. Tipp: Für Smokey Eyes den Lidschatten am äußeren Lidrand intensiver auftragen und nach oben hin verblenden.,"DIMETHICONE, MICA, SILICA, ISOAMYL COCOATE, SUCROSE TETRASTEARATE TRIACETATE, POLYBUTENE, CI 77891 (TITANIUM DIOXIDE), HYDROGENATED JOJOBA OIL, SYNTHETIC WAX, TRIMETHYLSILOXYSILICATE/DIMETHICONOL CROSSPOLYMER, GLYCERYL CAPRYLATE, SILICA SILYLATE, CI 77491 (IRON OXIDES), PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, ETHYLENE/METHACRYLATE COPOLYMER, TIN OXIDE, ISOPROPYL TITANIUM TRIISOSTEARATE"
Eyeshadow Pen Sugar Plum,de,https://image.labiosthetique.com/i/square-1440/m2-product:eyeshadow_pen_sugar_plum_396594_1_4g_20e1f93.jpg/feed-media.jpg,https://www.labiosthetique.de/eyeshadow-pen?childSku=4040218881691,/eyeshadow-pen?childSku=4040218881691,016347,"Als Lidschatten oder Eyeliner anwendbar: Eyeshadow Pen mit cremig weicher Textur, die sich einfach auftragen und verblenden lässt","23,50 €",,"1,4 g",Make-Up,Den Eyeshadow Pen als Lidschatten auf das gesamte Oberlid oder als Eyeliner entlang des Wimpernkranzes auftragen. Mit den Fingern oder einem Pinsel lässt sich die Farbe auch einfach verblenden. Tipp: Für Smokey Eyes den Lidschatten am äußeren Lidrand intensiver auftragen und nach oben hin verblenden.,"DIMETHICONE, SILICA, CI 77891 (TITANIUM DIOXIDE), ISOAMYL COCOATE, CI 77742 (MANGANESE VIOLET), SUCROSE TETRASTEARATE TRIACETATE, POLYBUTENE, HYDROGENATED JOJOBA OIL, SYNTHETIC WAX, MICA, TRIMETHYLSILOXYSILICATE/DIMETHICONOL CROSSPOLYMER, GLYCERYL CAPRYLATE, SILICA SILYLATE, CI 77007 (ULTRAMARINES), CI 77499 (IRON OXIDES), PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, ETHYLENE/METHACRYLATE COPOLYMER, ISOPROPYL TITANIUM TRIISOSTEARATE/METHICONE CROSSPOLYMER"
After Sun Soothing Face & Body Care,de,https://image.labiosthetique.com/i/square-1440/m2-product:after_sun_soothing_face_body_care_413096_200ml_aeb90d6.jpg/feed-media.jpg,https://www.labiosthetique.de/after-sun-soothing-face-body-care,/after-sun-soothing-face-body-care,002313,"Die kühlende Gesichts- und Körpercreme entspannt und beruhigt die Haut nach der Sonne, fördert ihre Regeneration und schützt vor lichtbedingter Hautalterung. Sie spendet wertvolle Feuchtigkeit und unterstützt eine langanhaltend schöne Bräune.","33,00 €","165,00 € / 1 l",200 ml,Hautpflege,Nach jedem Sonnenbad großzügig auf die gereinigte Haut von Gesicht und Körper auftragen.,"AQUA (WATER), ISOPROPYL PALMITATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, HYDROGENATED COCO-GLYCERIDES, SORBITOL, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, C14-22 ALCOHOLS, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, SODIUM STEAROYL GLUTAMATE, PHENOXYETHANOL, C12-20 ALKYL GLUCOSIDE, TROMETHAMINE, SODIUM GLUCONATE, SODIUM LACTATE, PARFUM (FRAGRANCE), METHYLPROPANEDIOL, ETHYL FERULATE, ETHYLHEXYLGLYCERIN, BENZOIC ACID, ALOE BARBADENSIS LEAF JUICE POWDER, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, CAPRYLHYDROXAMIC ACID, DEHYDROACETIC ACID, ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT , TOCOPHEROL, BENZYL SALICYLATE, LIMONENE, BENZYL ALCOHOL, CITRUS AURANTIUM PEEL OIL, HEXYL CINNAMAL, LINALOOL, CITRONELLOL, LINALYL ACETATE, ALPHA-ISOMETHYL IONONE, PINENE"
Heat Protecting Spray ,de,https://image.labiosthetique.com/i/square-1440/m2-product:heat_protecting_spray_410823_100ml_ef8a388.jpg/feed-media.jpg,https://www.labiosthetique.de/heat-protecting-spray-1,/heat-protecting-spray-1,110475,Das Hitzeschutzspray sorgt für lang anhaltend glatte Looks und geschmeidig glänzende Ergebnisse.,"25,50 €","255,00 € / 1 l",100 ml,Styling,"Heat Protecting Spray vor Gebrauch gut schütteln, damit sich die beiden Phasen verbinden. Vor dem Föhnen passéweise ins feuchte, vor dem Glätten ins trockene Haar sprühen.","AQUA (WATER), ALCOHOL DENAT., C9-12 ALKANE, CAPRYLIC/CAPRIC TRIGLYCERIDE, DIMER DILINOLEYL DIMER DILINOLEATE, COCO-CAPRYLATE/CAPRATE, DECYL GLUCOSIDE, PARFUM (FRAGRANCE), BIS-ETHYLHEXYL HYDROXYDIMETHOXY BENZYLMALONATE, BISABOLOL, TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID, HYDROGENATED RAPESEED GLYCERIDES , VINYL CAPROLACTAM/VP/DIMETHYLAMINOETHYL METHACRYLATE COPOLYMER, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, LIMONENE, LINALOOL, LINALYL ACETATE, GERANIOL, CITRONELLOL, PINENE, COUMARIN, ANISE ALCOHOL, DIMETHYL PHENETHYL ACETATE, TOCOPHEROL"
Spa Relaxing Body Lotion,de,https://image.labiosthetique.com/i/square-1440/m2-product:spa_relaxing_body_lotion_329677_250ml_05514d9.jpg/feed-media.jpg,https://www.labiosthetique.de/spa-relaxing-body-lotion?childSku=4040218855890,/spa-relaxing-body-lotion?childSku=4040218855890,002192,Entspannende Körperlotion,"29,00 €","116,00 € / 1 l",250 ml,Hautpflege,"Nach dem Bad, der Dusche oder einem Peeling gleichmäßig und in kreisenden Bewegungen auf der sauberen, trockenen Körperhaut verteilen. Sanft einmassieren oder einige Minuten einziehen lassen.","AQUA (WATER), ISOPROPYL PALMITATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, HYDROGENATED COCO-GLYCERIDES, SORBITOL, C14-22 ALCOHOLS, PARFUM (FRAGRANCE), ALPHA-GLUCAN OLIGOSACCHARIDE, INULIN, SODIUM GLUCONATE, SODIUM STEAROYL GLUTAMATE, SODIUM LACTATE, LYSOLECITHIN, SCLEROTIUM GUM, C12-20 ALKYL GLUCOSIDE, SILICA, XANTHAN GUM, PULLULAN, PHENOXYETHANOL, BENZOIC ACID, ETHYLHEXYLGLYCERIN, DEHYDROACETIC ACID, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, LIMONENE, METHYLPROPANEDIOL, CITRUS LIMON (LEMON) PEEL OIL, CITRUS AURANTIUM PEEL OIL, CAPRYLHYDROXAMIC ACID, PINENE, COUMARIN, CITRAL, LEMONGRASS OIL, LINALOOL, GERANYL ACETATE"
Brilliant Nail Merlot,de,https://image.labiosthetique.com/i/square-1440/m2-product:brilliant_nail_merlot_355013_8ml_f687a9f.jpg/feed-media.jpg,https://www.labiosthetique.de/brilliant-nail?childSku=4040218866490,/brilliant-nail?childSku=4040218866490,020425,Der Nagellack Brilliant Nail peppt Hand- und Fußnägel frech auf und bringt sie auf Hochglanz – langanhaltend.,"19,00 €",,8 ml,Make-Up,"Einfach eine dünne Schicht Brilliant Nail über den bereits getrockneten Unterlack bzw. auch direkt auf den Nagel auftragen. Intensiveres Farbergebnis gewünscht? Dann einfach eine zweite Schicht auftragen. Für eine noch längere Haltbarkeit mit dem Überlack Superior Nail Treatment fixieren. Und wenn´s schnell gehen soll, dann den Nagellack-Schnelltrockner Brilliant Nail Finish verwenden.","BUTYL ACETATE, ETHYL ACETATE, NITROCELLULOSE, ADIPIC ACID/NEOPENTYL GLYCOL/TRIMELLITIC ANHYDRIDE COPOLYMER, ACETYL TRIBUTYL CITRATE, ISOPROPYL ALCOHOL, CI 15880 (RED 34 LAKE), STEARALKONIUM HECTORITE, CI 15850 (RED 7 LAKE), CI 77891 (TITANIUM DIOXIDE), CITRIC ACID, CI 77266 (BLACK 2)"
Long Hair  Protective Conditioning Fluid,de,https://image.labiosthetique.com/i/square-1440/m2-product:long_hair_protective_conditioning_fluid_415615_150ml_c429b6b.jpg/feed-media.jpg,https://www.labiosthetique.de/long-hair-protective-conditioning-fluid-2,/long-hair-protective-conditioning-fluid-2,120068,"Das reichhaltige multifunktionale Leave-in Fluid versorgt langes Haar intensiv mit Feuchtigkeit, stärkt die Haarstruktur und schützt vor Haarbruch, Spliss, Umweltbelastungen und Stylinghitze bis 230 °C – für sofort geschmeidig gepflegte, widerstandsfähige Längen mit seidigem Glanz.","32,00 €","213,33 € / 1 l",150 ml,Haar- & Kopfhautpflege,Nach der Haarwäsche im handtuchtrockenen Haar verteilen und leicht einkneten. Nicht ausspülen.,"AQUA (WATER), C9-12 ALKANE, CETEARYL ALCOHOL, CAESALPINIA SPINOSA GUM, GLYCERIN, PHENOXYETHANOL, PARFUM (FRAGRANCE), BEHENTRIMONIUM METHOSULFATE, PENTYLENE GLYCOL, HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, OLEA EUROPAEA (OLIVE) LEAF EXTRACT, COCO-CAPRYLATE/CAPRATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, HYDROLYZED WHEAT PROTEIN, ETHYLHEXYLGLYCERIN, LIMONENE, CETRIMONIUM CHLORIDE, TRITICUM VULGARE (WHEAT) BRAN EXTRACT, ALPHA-ISOMETHYL IONONE, CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL, LACTIC ACID, HYDROGENATED RAPESEED GLYCERIDES , LINALOOL, LINALYL ACETATE, CYCLODEXTRIN, PINENE, CITRONELLOL, GERANIOL, 1,2-HEXANEDIOL, CAPRYLYL GLYCOL, CITRIC ACID, TERPINEOL, SODIUM BENZOATE, BENZYL ALCOHOL, CYAMOPSIS TETRAGONOLOBA (GUAR) GUM, XANTHAN GUM, PINUS SYLVESTRIS CONE EXTRACT, TOCOPHEROL, PHYTIC ACID, HEXADECANOLACTONE"
Fresh Skin 4/5 Deep Brown,de,https://image.labiosthetique.com/i/square-1440/m2-product:fresh_skin_4_5_deep_brown_260673_30ml_2a72c65.jpg/feed-media.jpg,https://www.labiosthetique.de/fresh-skin?childSku=4040218856989,/fresh-skin?childSku=4040218856989,021052,"Feuchtigkeitsspender pflegen die Haut, ausgleichende Pigmente mindern Farbunebenheiten; für einen natürlich ebenmäßigen Teint in einer einzigen, einfachen Geste!","34,00 €",,30 ml,Make-Up,Einfach mit den Fingern auf die gereinigte und mit Gesichtslotion angefeuchtete Haut auftragen und einarbeiten,"AQUA (WATER), GLYCERIN, CAPRYLIC/CAPRIC TRIGLYCERIDE, ETHYLHEXYL STEARATE, SQUALANE, HYDROGENATED COCO-GLYCERIDES, CETEARYL ALCOHOL, CI 77891 (TITANIUM DIOXIDE), MICA, CETYL PALMITATE, STEARIC ACID, PALMITIC ACID, GLYCERYL STEARATE, POTASSIUM PALMITOYL HYDROLYZED WHEAT PROTEIN, CI 77492 (IRON OXIDES), PHENOXYETHANOL, CI 77491 (IRON OXIDES), POTASSIUM CETYL PHOSPHATE, MICROCRYSTALLINE CELLULOSE, PARFUM (FRAGRANCE), XANTHAN GUM, CI 77499 (IRON OXIDES), TIN OXIDE, HYDROXYACETOPHENONE, CELLULOSE GUM, BENZOIC ACID, CAPRYLYL GLYCOL, TOCOPHEROL, DEHYDROACETIC ACID, LINALYL ACETATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, LIMONENE, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, LINALOOL, CITRAL, PINENE"
Dermosthétique Hyaluronic Acid Hydrating Capsules,de,https://image.labiosthetique.com/i/square-1440/m2-product:dermosth_tique_hyaluronic_acid_hydrating_capsules_266959_60Kapseln_b98f9c9.jpg/feed-media.jpg,https://www.labiosthetique.de/dermosthetique-hyaluronic-acid-hydrating-capsules?childSku=4040218895889,/dermosthetique-hyaluronic-acid-hydrating-capsules?childSku=4040218895889,003279,"Mit Wirkstoffen aus dem Meer und hoch konzentrierten Lipidextrakten spendet jede Kapsel vielschichtige Feuchtigkeit und bewahrt sie in der Haut, die sofort glatter, fester und geschmeidig zart wird.","99,50 €",,60 capsules,Hautpflege,"Das Hydro-Lipogel täglich morgens und/oder abends auf der gereinigten, tonifizierten Haut anwenden. Dazu den Kapselverschluss zum Öffnen mehrmals drehen oder abschneiden, dann den Inhalt einer Kapsel mit den Fingerspitzen sanft auftragen.","DIMETHICONE, TRISILOXANE, DIMETHICONE CROSSPOLYMER, ETHYLHEXYL PALMITATE, DIMETHICONOL, SODIUM HYALURONATE, GLUCOMANNAN, SALICORNIA HERBACEA EXTRACT, ETHYL FERULATE, ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT , CRITHMUM MARITIMUM EXTRACT, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, CAPRYLIC/CAPRIC TRIGLYCERIDE, PARFUM (FRAGRANCE), TOCOPHEROL, TRIHYDROXYSTEARIN"
Frizz Control Smoothing Conditioner,de,https://image.labiosthetique.com/i/square-1440/m2-product:frizz_control_smoothing_conditioner_247249_150ml_25e3465.jpg/feed-media.jpg,https://www.labiosthetique.de/frizz-control-smoothing-conditioner,/frizz-control-smoothing-conditioner,120162,"Smoothing Conditioner stabilisiert den Feuchtigkeitshaushalt unruhiger Haare und versorgt sie mit Nährstoffen. Er gleicht Strukturunterschiede aus und glättet die Haaroberfläche. Das fühlbar beruhigte Haar lässt sich mühelos stylen, bleibt den ganzen Tag in Form, ist geschmeidig und glänzt seidig.","28,00 €","186,67 € / 1 l",150 ml,Haar- & Kopfhautpflege,"Nach jeder zweiten oder dritten Haarwäsche in das feuchte Haar einarbeiten, 3-5 Minuten einwirken lassen, dann ausspülen.","AQUA (WATER), QUATERNIUM-87, CETEARYL ALCOHOL, C9-12 ALKANE, CAPRYLIC/CAPRIC TRIGLYCERIDE, PROPYLENE GLYCOL DIBENZOATE, GLYCERIN, GLYCERYL STEARATE, QUATERNIUM-91, DIMER DILINOLEYL DIMER DILINOLEATE, PROPYLENE GLYCOL, BEHENTRIMONIUM METHOSULFATE, CETRIMONIUM METHOSULFATE, PARFUM (FRAGRANCE), COCO-CAPRYLATE/CAPRATE, BENZOIC ACID, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, HYDROGENATED RAPESEED GLYCERIDES , TRIBEHENIN, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, HEXAMETHYLINDANOPYRAN, BENZYL SALICYLATE, LIMONENE, ALPHA-ISOMETHYL IONONE, TROMETHAMINE, TOCOPHEROL"
Artistic Hair Spray,de,https://image.labiosthetique.com/i/square-1440/m2-product:artistic_hair_spray_398123_250ml_72af289.jpg/feed-media.jpg,https://www.labiosthetique.de/artistic-hair-spray,/artistic-hair-spray,110344,Das silikonfreie Non-Aerosol Haarspray fixiert sämtliche Stylings mit starkem Halt und ermöglicht ausgefallene Looks durch eine leicht verzögerte Trocknungszeit.,"25,50 €","102,00 € / 1 l",250 ml,Styling,"Das Non-Aerosol Spray aus etwa 20-30 Zentimeter Entfernung ins trockene Haar sprühen, um einzelne Partien oder den ganzen Look zu fixieren.","ALCOHOL DENAT., ETHYL ESTER OF PVM/MA COPOLYMER, VP/VA COPOLYMER, AMINOMETHYL PROPANOL, PARFUM (FRAGRANCE), LAURYL PYRROLIDONE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, LIMONENE, LINALOOL, LINALYL ACETATE, GERANIOL, CITRONELLOL, PINENE, COUMARIN, ANISE ALCOHOL, DIMETHYL PHENETHYL ACETATE"
Lip Shine,de,https://image.labiosthetique.com/i/square-1440/m2-product:lip_shine_410734_13ml_acadb62.jpg/feed-media.jpg,https://www.labiosthetique.de/lip-shine,/lip-shine,019095,"Die moderne Gel-Textur von Lip Shine legt sich sanft auf die Lippen und verleiht ihnen ein glasiertes Finish. Die leichte Tönung verleiht Frische für zeitlose Eleganz. Ein Statement aus Glanz, zarter Farbe und einem Hauch Luxus in einem einzigen Auftrag.","24,00 €",,13 ml,Make-Up,"Die Tube leicht drücken, um die gewünschte Menge auf den Applikator zu geben. Das Produkt direkt mit dem Applikator auf die Lippen auftragen. Ein Auftrag genügt für einen dezent getönten, glasierten Look oder als glänzendes Finish über dem Lippenstift. Für mehr Intensität: die Menge höher dosieren oder mehrere dünne Schichten auftragen – für mehr Farbe, mehr Glanz und mehr Ausdruck.","POLYBUTENE, HYDROGENATED DIDECENE, HYDROGENATED STYRENE/ISOPRENE COPOLYMER, PENTAERYTHRITYL TETRAISOSTEARATE, PARFUM (FRAGRANCE), TOCOPHERYL ACETATE, CI 15850 (RED 6), CI 45410 (RED 28 LAKE), PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, TERPINEOL, GERANYL ACETATE"
Eyeshadow Pen Camel,de,https://image.labiosthetique.com/i/square-1440/m2-product:eyeshadow_pen_camel_280259_1_4g_f3cf141.jpg/feed-media.jpg,https://www.labiosthetique.de/eyeshadow-pen?childSku=4040218847086,/eyeshadow-pen?childSku=4040218847086,016361,"Als Lidschatten oder Eyeliner anwendbar: Eyeshadow Pen mit cremig weicher Textur, die sich einfach auftragen und verblenden lässt","23,50 €",,"1,4 g",Make-Up,Den Eyeshadow Pen als Lidschatten auf das gesamte Oberlid oder als Eyeliner entlang des Wimpernkranzes auftragen. Mit den Fingern oder einem Pinsel lässt sich die Farbe auch einfach verblenden. Tipp: Für Smokey Eyes den Lidschatten am äußeren Lidrand intensiver auftragen und nach oben hin verblenden.,"DIMETHICONE, CI 77891 (TITANIUM DIOXIDE), SILICA, ISOAMYL COCOATE, SUCROSE TETRASTEARATE TRIACETATE, POLYBUTENE, HYDROGENATED JOJOBA OIL, SYNTHETIC WAX, MICA, CI 77492 (IRON OXIDES), TRIMETHYLSILOXYSILICATE/DIMETHICONOL CROSSPOLYMER, CI 77491 (IRON OXIDES), GLYCERYL CAPRYLATE, CI 77499 (IRON OXIDES), SILICA SILYLATE, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, ETHYLENE/METHACRYLATE COPOLYMER, ISOPROPYL TITANIUM TRIISOSTEARATE"
