guid;title;brand;link;price;description;image_link;in_stock;category;pub_date;gender;size
003737;Comforting Hydro Toner;Laboratoire Biosthétique Kosmetik;https://www.labiosthetique.ch/de/comforting-hydro-toner?childSku=4040218868197;7,50;Das wohltuende Gesichtswasser lindert die Symptome einer empfindlichen, gereizten Haut, versorgt sie mit reicher Feuchtigkeit und bereitet sie optimal auf die nachfolgenden Pflegeschritte vor. Für alle Liebhaber von Visalix Sensitif wird dies Ihr neues Lieblingsprodukt.;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/c/o/comforting_hydro_toner_392037_50ml_8643769.jpg/comforting_hydro_toner_392037_50ml_8643769.jpg;Y;Home | Default Category > Haut- & Körperpflege > Typ > empfindliche Haut | Default Category > Haut- & Körperpflege > Typ > feuchtigkeitsarme Haut | Default Category > Haut- & Körperpflege > Typ > Mischhaut | Default Category > Haut- & Körperpflege > Typ > trockene Haut | Default Category > Haut- & Körperpflege > Bedürfnis > mehr Feuchtigkeit & Schutz | Default Category > Haut- & Körperpflege > Kategorie > Gesichtsreinigung & Gesichtslotion | Default Category > Haut- & Körperpflege > Methode > Méthode Sensitive | Default Category > Haut- & Körperpflege > Sonstiges > Reisegrößen;2025-09-23T00:45:47.436Z;;50 ml
120931;Hairloss Control Scalp Concentrate;Laboratoire Biosthétique Kosmetik;https://www.labiosthetique.ch/de/hairloss-control-scalp-concentrate;158,00;Das Kopfhautkonzentrat revitalisiert die Haarwurzeln und verlängert den Lebenszyklus der Haare. Haarausfall wird mit differenzierten Wirkmechanismen bekämpft, das Haarwachstum gefördert, die Qualität und Dichte der Haare werden deutlich verbessert. Für alle Liebhaber von Thérapie Anti-Chute Premium wird dies Ihr neues Lieblingsprodukt.;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/h/a/hairloss_control_scalp_concentrate_384383_100ml_4e2f9e9.jpg/hairloss_control_scalp_concentrate_384383_100ml_4e2f9e9.jpg;Y;Home | Default Category > Haarpflege > Methode > Méthode Régénérante | Default Category > Haarpflege > Bedürfnis > besseres Haarwachstum | Default Category > Haarpflege > Bedürfnis > Anti-Grau | Default Category > Haarpflege > Kategorie > Kopfhautampulle;2025-09-23T00:45:47.436Z;;100 ml
002739;Clarifying Spot Gel;Laboratoire Biosthétique Kosmetik;https://www.labiosthetique.ch/de/clarifying-spot-gel;28,50;Klärendes Hydrogel zur gezielten und effektiven Behandlung der betroffenen Hautstellen bei Mitessern und Pickeln. Für alle Liebhaber von Likopan Gel wird dies Ihr neues Lieblingsprodukt.;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/c/l/clarifying_spot_gel_396279_15ml_66db2a2.jpg/clarifying_spot_gel_396279_15ml_66db2a2.jpg;Y;Home | Default Category > Haut- & Körperpflege > Typ > Mischhaut | Default Category > Haut- & Körperpflege > Typ > unreine Haut | Default Category > Haut- & Körperpflege > Bedürfnis > Hautunreinheiten lindern | Default Category > Haut- & Körperpflege > Kategorie > Gesichtspflege | Default Category > Haut- & Körperpflege > Methode > Méthode Clarifiante;2025-09-23T00:45:47.436Z;;15 ml
021278;Liquid Glam;Laboratoire Biosthétique Kosmetik;https://www.labiosthetique.ch/de/liquid-glam;39,50;Das transparente und vielseitig einsetzbare Glittergel zaubert funkelnde Highlights auf die Haut und setzt Augen, Wangenknochen, Lippen oder Dekolleté in Szene.;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/l/i/liquid_glam_388847_4ml_0f1203c.jpg/liquid_glam_388847_4ml_0f1203c.jpg;Y;Home | Default Category > Make-up > Farbe > transparent | Default Category > Make-up > Kategorie > Teint;2025-09-23T00:45:47.437Z;;4 ml
002628;Sun Care Stick SPF 50+;Laboratoire Biosthétique Kosmetik;https://www.labiosthetique.ch/de/sun-care-stick-spf-50;27,50;Cremestick mit UVA und UVB Filter;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/s/u/sun_care_stick_spf_50_248079_8g_405648b.jpg/sun_care_stick_spf_50_248079_8g_405648b.jpg;Y;Home | Default Category > Haut- & Körperpflege > Kategorie > Sonnenpflege | Default Category > Haut- & Körperpflege > Methode > Soleil;2025-09-23T00:45:47.437Z;;8 g
123212;Colour Protection Structure Restoring Treatment;Laboratoire Biosthétique Kosmetik;https://www.labiosthetique.ch/de/colour-protection-structure-restoring-treatment;81,00;In zwei Phasen repariert und regeneriert die Intensivhaarpflege die innere und äußere Struktur chemisch beanspruchter Haare, stärkt das Haar, bewahrt vor Haarbruch und schützt das Haar vor negativen Umwelteinflüssen sowie frühzeitigem Farbverlust.;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/c/o/colour_protection_structure_restoring_treatment_247177_1Set_89b3601.jpg/colour_protection_structure_restoring_treatment_247177_1Set_89b3601.jpg;Y;Home | Default Category > Haarpflege > Bedürfnis > Farbschutz / Farbauffrischung | Default Category > Haarpflege > Kategorie > Treatment | Default Category > Haarpflege > Methode > Colour Protection | Default Category > Haarpflege > Typ > gefärbte Haare;2025-09-23T00:45:47.437Z;;1 set
002241;After Sun Soothing Hydro Spray;Laboratoire Biosthétique Kosmetik;https://www.labiosthetique.ch/de/after-sun-soothing-hydro-spray;22,00;Das erfrischende Hydro Spray beruhigt und entspannt sonnengestresste Haut sofort und spendet wertvolle Feuchtigkeit.;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/a/f/after_sun_soothing_hydro_spray_356893_100ml_d6d8669.jpg/after_sun_soothing_hydro_spray_356893_100ml_d6d8669.jpg;Y;Home | Default Category > Haut- & Körperpflege > Typ > anspruchsvolle Haut | Default Category > Haut- & Körperpflege > Typ > empfindliche Haut | Default Category > Haut- & Körperpflege > Typ > feuchtigkeitsarme Haut | Default Category > Haut- & Körperpflege > Typ > fettige Haut | Default Category > Haut- & Körperpflege > Typ > Mischhaut | Default Category > Haut- & Körperpflege > Typ > normale Haut | Default Category > Haut- & Körperpflege > Typ > trockene Haut | Default Category > Haut- & Körperpflege > Typ > unreine Haut | Default Category > Haut- & Körperpflege > Bedürfnis > mehr Feuchtigkeit & Schutz | Default Category > Haut- & Körperpflege > Kategorie > Sonnenpflege | Default Category > Haut- & Körperpflege > Methode > Soleil;2025-09-23T00:45:47.438Z;;100 ml
120613;Fortifying Shampoo;Laboratoire Biosthétique Kosmetik;https://www.labiosthetique.ch/de/fortifying-shampoo;33,00;Das milde Shampoo stärkt die Haarwurzeln, schenkt geschwächtem, brüchigem Haar neue Kraft und bereitet die Kopfhaut auf die nachfolgende Pflege gegen Haarausfall und Haarwachstumsstörungen vor. Für alle Liebhaber von Shampooing Bio-Fanelan wird dies Ihr neues Lieblingsprodukt.;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/f/o/fortifying_shampoo_382571_250ml_a2d6f95.jpg/fortifying_shampoo_382571_250ml_a2d6f95.jpg;Y;Home | Default Category > Haarpflege > Methode > Méthode Régénérante | Default Category > Haarpflege > Bedürfnis > besseres Haarwachstum | Default Category > Haarpflege > Kategorie > Shampoo;2025-09-23T00:45:47.438Z;;250 ml
016756;Magic Shadow 47 Smooth Cappuccino;Laboratoire Biosthétique Kosmetik;https://www.labiosthetique.ch/de/magic-shadow?childSku=4040218824094;28,00;Der Puder-Lidschatten zaubert mit seinen pudrigen Farbpigmenten magische Akzente auf die Augenlider.;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/m/a/magic_shadow_47_smooth_cappuccino_247563_2_5g_52b48c6.jpg/magic_shadow_47_smooth_cappuccino_247563_2_5g_52b48c6.jpg;Y;Home | Default Category > Make-up > Make-up-Art > Lidschatten | Default Category > Make-up > Kategorie > Augen | Default Category > Make-up > Farbe > braun  >  bronze;2025-09-23T00:45:47.438Z;;2,5 g
017622;Brow Definer B01 Dark Brown;Laboratoire Biosthétique Kosmetik;https://www.labiosthetique.ch/de/brow-definer?childSku=4040218889994;28,00;Der stylish schlanke Brow Definer definiert mühelos präzise, natürlich wirkende Brauen, setzt einzelne Härchen und nuanciert Konturen. Die ultrafeine Spitze ist auf einen Dreh perfekt on point. Mit veganen, natürlichen Inhaltsstoffen und pflegenden Vitaminen.;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/b/r/brow_definer_b01_dark_brown_406083_0_09g_16b83b4.jpg/brow_definer_b01_dark_brown_406083_0_09g_16b83b4.jpg;Y;Home | Default Category > Make-up > Farbe > braun  >  bronze | Default Category > Make-up > Make-up-Art > Augenbrauen | Default Category > Make-up > Kategorie > Augen;2025-09-23T00:45:47.439Z;;0,09 g
016966;Eyeshadow Pen Macadamia;Laboratoire Biosthétique Kosmetik;https://www.labiosthetique.ch/de/eyeshadow-pen?childSku=4040218814293;26,00;Als Lidschatten oder Eyeliner anwendbar: Eyeshadow Pen mit cremig weicher Textur, die sich einfach auftragen und verblenden lässt;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/e/y/eyeshadow_pen_macadamia_247575_1_4g_a242ab1.jpg/eyeshadow_pen_macadamia_247575_1_4g_a242ab1.jpg;Y;Home | Default Category > Make-up > Farbe > blau | Default Category > Make-up > Make-up-Art > Eyeliner | Default Category > Make-up > Kategorie > Augen;2025-09-23T00:45:47.439Z;Für Sie;1,4 g
019462;Sensual Lipstick Brilliant B236 Sparkling Sorbet;Laboratoire Biosthétique Kosmetik;https://www.labiosthetique.ch/de/sensual-lipstick-brilliant?childSku=4040218830293;30,00;Der Lippenstift pflegt mit wertvollen Ölen und sorgt für einen filmreifen Kussmund.;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/s/e/sensual_lipstick_brilliant_b236_sparkling_sorbet_324229_3_3g_110340c.jpg/sensual_lipstick_brilliant_b236_sparkling_sorbet_324229_3_3g_110340c.jpg;Y;Home | Default Category > Make-up > Farbe >  corall | Default Category > Make-up > Make-up-Art > Lippenstift | Default Category > Make-up > Kategorie > Lippen;2025-09-23T00:45:47.439Z;;3,3 g
120772;Volume Strengthening Shampoo;Laboratoire Biosthétique Kosmetik;https://www.labiosthetique.ch/de/volume-strengthening-shampoo?childSku=4040218843293;29,50;Das milde Strengthening Shampoo reinigt die Haare sanft, vitalisiert feines, dünnes Haar, kräftigt und versiegelt die Haarfaser und schafft spürbar mehr Dichte und Volumen.;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/v/o/volume_strengthening_shampoo_247449_250ml_5bc44f8.jpg/volume_strengthening_shampoo_247449_250ml_5bc44f8.jpg;Y;Home | Default Category > Haarpflege > Typ > feine Haare | Default Category > Haarpflege > Bedürfnis > Volumen | Default Category > Haarpflege > Kategorie > Shampoo | Default Category > Haarpflege > Methode > Volume;2025-09-23T00:45:47.440Z;;250 ml
002795;Dermosthétique Instant Lifting Eye Patch;Laboratoire Biosthétique Kosmetik;https://www.labiosthetique.ch/de/dermosthetique-age-3-instant-lifting-eye-patch;73,00;Dank seines einzigartigen Hydrogelsystems wirkt das kühlende Augenpad intensiv befeuchtend, sorgt für eine sofortige Beruhigung und sichtbare Glättung der Augenpartie.;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/d/e/dermosth_tique_instant_lifting_eye_patch_247961_20St_ck_fcee1f3.jpg/dermosth_tique_instant_lifting_eye_patch_247961_20St_ck_fcee1f3.jpg;Y;Home | Default Category > Haut- & Körperpflege > Bedürfnis > Lifting & Straffung | Default Category > Haut- & Körperpflege > Kategorie > Augenpflege & Lippenpflege | Default Category > Haut- & Körperpflege > Methode > Dermosthétique Skin;2025-09-23T00:45:47.440Z;;20 pcs
016518;Magic Shadow 51 Pale Mauve;Laboratoire Biosthétique Kosmetik;https://www.labiosthetique.ch/de/magic-shadow?childSku=4040218866193;28,00;Der Puder-Lidschatten zaubert mit seinen pudrigen Farbpigmenten magische Akzente auf die Augenlider.;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/m/a/magic_shadow_51_pale_mauve_354967_2_5g_26ea289.jpg/magic_shadow_51_pale_mauve_354967_2_5g_26ea289.jpg;Y;Home | Default Category > Make-up > Farbe > violett | Default Category > Make-up > Make-up-Art > Lidschatten | Default Category > Make-up > Kategorie > Augen;2025-09-23T00:45:47.441Z;;2,5 g
021567;Perfect Skin 2/2 Medium Beige;Laboratoire Biosthétique Kosmetik;https://www.labiosthetique.ch/de/perfect-skin?childSku=4040218878493;44,00;Mit hoher Pigmentdichte und starker Deckkraft gleicht die schmelzende Creme-Foundation Hautunebenheiten mühelos aus und sorgt für lang anhaltende Perfektion.;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/p/e/perfect_skin_2_2_medium_beige_391647_30ml_c8fcf27.jpg/perfect_skin_2_2_medium_beige_391647_30ml_c8fcf27.jpg;Y;Home | Default Category > Make-up > Farbe >  nude | Default Category > Make-up > Make-up-Art > Make up | Default Category > Make-up > Kategorie > Teint;2025-09-23T00:45:47.441Z;;30 ml
003912;Spa Wellness Soap;Laboratoire Biosthétique Kosmetik;https://www.labiosthetique.ch/de/spa-wellness-soap?childSku=4040218856392;24,50;Sanfte Wellness-Seife zur Reinigung von Gesicht und Körper.;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/s/p/spa_wellness_soap_329815_150g_f6c2129.jpg/spa_wellness_soap_329815_150g_f6c2129.jpg;Y;Home | Default Category > Haut- & Körperpflege > Kategorie > Hand- & Körperpflege | Default Category > Haut- & Körperpflege > Methode > Spa & Wellnesskörperpflege;2025-09-23T00:45:47.441Z;;150 g
016312;Eyeshadow Pen Blooming Grace;Laboratoire Biosthétique Kosmetik;https://www.labiosthetique.ch/de/eyeshadow-pen?childSku=4040218860191;26,00;Als Lidschatten oder Eyeliner anwendbar: Eyeshadow Pen mit cremig weicher Textur, die sich einfach auftragen und verblenden lässt;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/e/y/eyeshadow_pen_blooming_grace_322643_1_4g_48ca459.jpg/eyeshadow_pen_blooming_grace_322643_1_4g_48ca459.jpg;Y;Home | Default Category > Make-up > Make-up-Art > Lidschatten | Default Category > Make-up > Kategorie > Augen;2025-09-23T00:45:47.442Z;;1,4 g
120045;Long Hair Protective Conditioning Fluid;Laboratoire Biosthétique Kosmetik;https://www.labiosthetique.ch/de/long-hair-protective-conditioning-fluid-1;34,00;Im Handumdrehen angewandt, spendet das Leave-In Pflegefluid dem Haar Feuchtigkeit, gleicht Strukturunterschiede aus und schützt es vor Haarbruch, Schadstoffpartikeln und anderen schädlichen Umwelteinflüssen.;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/l/o/long_hair_protective_conditioning_fluid_386232_125ml_35ec887.jpg/long_hair_protective_conditioning_fluid_386232_125ml_35ec887.jpg;Y;Home | Default Category > Haarpflege > Typ > lange Haare | Default Category > Haarpflege > Methode > Long Hair | Default Category > Haarpflege > Bedürfnis > Haare bändigen | Default Category > Haarpflege > Bedürfnis > Reparieren & Regenerieren | Default Category > Haarpflege > Bedürfnis > Schutz vor Haarbruch | Default Category > Haarpflege > Kategorie > Conditioner;2025-09-23T00:45:47.442Z;;125 ml
016594;Magic Shadow 54 Satin Mango;Laboratoire Biosthétique Kosmetik;https://www.labiosthetique.ch/de/magic-shadow?childSku=4040218870091;28,00;Der Puder-Lidschatten zaubert mit seinen pudrigen Farbpigmenten magische Akzente auf die Augenlider.;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/m/a/magic_shadow_54_satin_mango_378589_2_5g_c94a2fa.jpg/magic_shadow_54_satin_mango_378589_2_5g_c94a2fa.jpg;Y;Home | Default Category > Make-up > Farbe >  corall | Default Category > Make-up > Make-up-Art > Lidschatten | Default Category > Make-up > Kategorie > Augen;2025-09-23T00:45:47.442Z;;2,5 g
016347;Eyeshadow Pen Sugar Plum;Laboratoire Biosthétique Kosmetik;https://www.labiosthetique.ch/de/eyeshadow-pen?childSku=4040218881691;26,00;Als Lidschatten oder Eyeliner anwendbar: Eyeshadow Pen mit cremig weicher Textur, die sich einfach auftragen und verblenden lässt;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/e/y/eyeshadow_pen_sugar_plum_396594_1_4g_20e1f93.jpg/eyeshadow_pen_sugar_plum_396594_1_4g_20e1f93.jpg;Y;Home | Default Category > Make-up > Farbe > violett | Default Category > Make-up > Make-up-Art > Lidschatten | Default Category > Make-up > Kategorie > Augen;2025-09-23T00:45:47.443Z;;1,4 g
120253;Sun Care Styling Lacquer;Laboratoire Biosthétique Kosmetik;https://www.labiosthetique.ch/de/sun-care-styling-lacquer;28,00;Der sommerlich duftende Non-Aerosol Haarlack eignet sich speziell für den Outdoor-Bereich. Mit nicht wasserlöslichen UV-Filtern schützt er sonnenstrapaziertes Haar und hält es perfekt in Form.;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/s/u/sun_care_styling_lacquer_402607_200ml_5ccb900.jpg/sun_care_styling_lacquer_402607_200ml_5ccb900.jpg;Y;Home | Default Category > Haarpflege > Kategorie > Styling & Finish | Default Category > Haarpflege > Methode > Soleil | Default Category > Styling > Kategorie > Haarspray | Default Category > Styling > Bedürfnis > Haare fixieren | Default Category > Styling > Bedürfnis > Sonnenschutz;2025-09-23T00:45:47.443Z;;200 ml
002192;Spa Relaxing Body Lotion;Laboratoire Biosthétique Kosmetik;https://www.labiosthetique.ch/de/spa-relaxing-body-lotion?childSku=4040218855890;33,00;Entspannende Körperlotion;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/s/p/spa_relaxing_body_lotion_329677_250ml_05514d9.jpg/spa_relaxing_body_lotion_329677_250ml_05514d9.jpg;Y;Home | Default Category > Haut- & Körperpflege > Kategorie > Hand- & Körperpflege | Default Category > Haut- & Körperpflege > Methode > Spa & Wellnesskörperpflege;2025-09-23T00:45:47.443Z;;250 ml
020425;Brilliant Nail Merlot;Laboratoire Biosthétique Kosmetik;https://www.labiosthetique.ch/de/brilliant-nail?childSku=4040218866490;21,00;Der Nagellack Brilliant Nail peppt Hand- und Fußnägel frech auf und bringt sie auf Hochglanz – langanhaltend.;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/b/r/brilliant_nail_merlot_355013_8ml_f687a9f.jpg/brilliant_nail_merlot_355013_8ml_f687a9f.jpg;Y;Home | Default Category > Make-up > Farbe > rot | Default Category > Make-up > Make-up-Art > Nagellack | Default Category > Make-up > Kategorie > Hände & Nägel;2025-09-23T00:45:47.444Z;;8 ml
120701;Long Hair Refreshing Dry Shampoo;Laboratoire Biosthétique Kosmetik;https://www.labiosthetique.ch/de/long-hair-refreshing-dry-shampoo-1;18,50;Mit feinstem Reisstärkepuder absorbiert Refresh Dry Shampoo überschüssige Öle. Ansätze und Längen werden auf natürliche Weise aufgefrischt. Das Haar duftet, wirkt locker voluminös und wie frisch gewaschen.;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/l/o/long_hair_refreshing_dry_shampoo_147647_75ml_ff0a66c.jpg/long_hair_refreshing_dry_shampoo_147647_75ml_ff0a66c.jpg;Y;Home | Default Category > Haarpflege > Methode > Long Hair | Default Category > Haarpflege > Kategorie > Shampoo | Default Category > Haarpflege > Sonstiges > Reisegrößen;2025-09-23T00:45:47.444Z;;75 ml
021052;Fresh Skin 4/5 Deep Brown;Laboratoire Biosthétique Kosmetik;https://www.labiosthetique.ch/de/fresh-skin?childSku=4040218856989;41,00;"Feuchtigkeitsspender pflegen die Haut, ausgleichende Pigmente mindern Farbunebenheiten; für einen natürlich ebenmäßigen Teint in einer einzigen, einfachen Geste!";https://img.labiosthetique.de/live-ecs/resize-cover/500/0/f/r/fresh_skin_4_5_deep_brown_260673_30ml_2a72c65.jpg/fresh_skin_4_5_deep_brown_260673_30ml_2a72c65.jpg;Y;Home | Default Category > Make-up > Farbe > braun  >  bronze | Default Category > Make-up > Farbe > gold | Default Category > Make-up > Make-up-Art > Make up | Default Category > Make-up > Kategorie > Teint;2025-09-23T00:45:47.444Z;;30 ml
