id,gtin,title,brand,link,price,description,image_link,availability,quantity_to_sell_on_facebook,fb_product_category,google_product_category,currency,custom_label_0,custom_label_1,custom_label_2,custom_label_3,size,gender,condition,shipping,override
016966,4040218814293,Eyeshadow Pen Macadamia,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.it/eyeshadow-pen?childSku=4040218814293,23.50 EUR,"Utilizzabile sia come eyeliner che come ombretto: Eyeshadow Pen dalla consistenza cremosa, facile da stendere e sfumare.",https://image.labiosthetique.com/i/square-1440/m2-product:eyeshadow_pen_macadamia_247575_1_4g_a242ab1.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > makeup,Health & Beauty > Personal Care > Cosmetics > Makeup,EUR,Make-up,,,,"1,4 g",female,new,IT:::0.00 EUR,it_IT
019462,4040218830293,Sensual Lipstick Brilliant B236 Sparkling Sorbet,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.it/sensual-lipstick-brilliant?childSku=4040218830293,27.00 EUR,"Con i suoi oli preziosi questo rossetto trasforma le labbra in calamite per baci, degne delle star hollywoodiane.",https://image.labiosthetique.com/i/square-1440/m2-product:sensual_lipstick_brilliant_b236_sparkling_sorbet_324229_3_3g_110340c.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > makeup,Health & Beauty > Personal Care > Cosmetics > Makeup,EUR,Make-up,,,,"3,3 g",unisex,new,IT:::0.00 EUR,it_IT
120772,4040218843293,Volume Strengthening Shampoo,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.it/volume-strengthening-shampoo?childSku=4040218843293,28.00 EUR,"Strengthening Shampoo deterge i capelli delicatamente, rivitalizza quelli fini e sottili, rinforzandone le fibre e rendendoli sensibilmente più spessi e voluminosi.",https://image.labiosthetique.com/i/square-1440/m2-product:volume_strengthening_shampoo_247449_250ml_5bc44f8.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > hair care & styling,Health & Beauty > Personal Care > Hair Care,EUR,Capelli,Volume,Topseller,,250 ml,unisex,new,IT:::0.00 EUR,it_IT
002795,4040218846393,Dermosthétique Instant Lifting Eye Patch,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.it/dermosthetique-age-3-instant-lifting-eye-patch,70.50 EUR,"Grazie al suo esclusivo sistema in idro-gel, il patch per occhi rinfrescante agisce in maniera intensamente idratante, esercita un effetto decongestionante immediato e distende visibilmente il contorno occhi.",https://image.labiosthetique.com/i/square-1440/m2-product:dermosth_tique_instant_lifting_eye_patch_247961_20St_ck_fcee1f3.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > skin care,Health & Beauty > Personal Care > Cosmetics > Skin Care,EUR,Pelle & corpo,Dermosthétique Skin,,,20 pcs,unisex,new,IT:::0.00 EUR,it_IT
016518,4040218866193,Magic Shadow 51 Pale Mauve,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.it/magic-shadow?childSku=4040218866193,25.00 EUR,L’ombretto crea accenti magici sulle palpebre grazie ai suoi pigmenti colorati in polvere.,https://image.labiosthetique.com/i/square-1440/m2-product:magic_shadow_51_pale_mauve_354967_2_5g_26ea289.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > makeup,Health & Beauty > Personal Care > Cosmetics > Makeup,EUR,Make-up,,,,"2,5 g",unisex,new,IT:::0.00 EUR,it_IT
021567,4040218878493,Perfect Skin 2/2 Medium Beige,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.it/perfect-skin?childSku=4040218878493,39.50 EUR,"Con un potere coprente perfetto, questo fondotinta liquido garantisce un incarnato matt, curato ma naturale, impeccabile a lungo.",https://image.labiosthetique.com/i/square-1440/m2-product:perfect_skin_2_2_medium_beige_391647_30ml_c8fcf27.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > makeup,Health & Beauty > Personal Care > Cosmetics > Makeup,EUR,Make-up,,,,30 ml,unisex,new,IT:::0.00 EUR,it_IT
003912,4040218856392,Spa Wellness Soap,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.it/spa-wellness-soap?childSku=4040218856392,21.50 EUR,Sapone wellness per la detersione di viso e corpo.,https://image.labiosthetique.com/i/square-1440/m2-product:spa_wellness_soap_329815_150g_f6c2129.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > skin care,Health & Beauty > Personal Care > Cosmetics > Skin Care,EUR,Pelle & corpo,Trattamento corpo Spa,,,150 g,unisex,new,IT:::0.00 EUR,it_IT
120045,4040218861891,Long Hair Protective Conditioning Fluid,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.it/long-hair-protective-conditioning-fluid-1,31.50 EUR,"Di velocissimo utilizzo, questo fluido trattante senza risciacquo idrata il capello, ripristina l'equilibrio delle differenze strutturali, evita che il capello si spezzi e lo protegge contro le particelle nocive e contro altri agenti ambientali dannosi.",https://image.labiosthetique.com/i/square-1440/m2-product:long_hair_protective_conditioning_fluid_386232_125ml_35ec887.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > hair care & styling,Health & Beauty > Personal Care > Hair Care,EUR,Capelli,Long Hair,,,125 ml,unisex,new,IT:::0.00 EUR,it_IT
017575,4040218865691,Perfect Volume Brown,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.it/perfect-volume?childSku=4040218865691,27.50 EUR,Il mascara incredibilmente volumizzante dona un volume mai visto e una luminosità seducente: l’effetto “wow” è garantito!,https://image.labiosthetique.com/i/square-1440/m2-product:perfect_volume_brown_247621_8ml_48b40e4.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > makeup,Health & Beauty > Personal Care > Cosmetics > Makeup,EUR,Make-up,,,,8 ml,unisex,new,IT:::0.00 EUR,it_IT
016594,4040218870091,Magic Shadow 54 Satin Mango,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.it/magic-shadow?childSku=4040218870091,25.00 EUR,L’ombretto crea accenti magici sulle palpebre grazie ai suoi pigmenti colorati in polvere.,https://image.labiosthetique.com/i/square-1440/m2-product:magic_shadow_54_satin_mango_378589_2_5g_c94a2fa.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > makeup,Health & Beauty > Personal Care > Cosmetics > Makeup,EUR,Make-up,,,,"2,5 g",unisex,new,IT:::0.00 EUR,it_IT
016347,4040218881691,Eyeshadow Pen Sugar Plum,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.it/eyeshadow-pen?childSku=4040218881691,23.50 EUR,"Utilizzabile sia come eyeliner che come ombretto: Eyeshadow Pen dalla consistenza cremosa, facile da stendere e sfumare.",https://image.labiosthetique.com/i/square-1440/m2-product:eyeshadow_pen_sugar_plum_396594_1_4g_20e1f93.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > makeup,Health & Beauty > Personal Care > Cosmetics > Makeup,EUR,Make-up,,,,"1,4 g",unisex,new,IT:::0.00 EUR,it_IT
002192,4040218855890,Spa Relaxing Body Lotion,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.it/spa-relaxing-body-lotion?childSku=4040218855890,28.00 EUR,Lozione corpo rilassante,https://image.labiosthetique.com/i/square-1440/m2-product:spa_relaxing_body_lotion_329677_250ml_05514d9.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > skin care,Health & Beauty > Personal Care > Cosmetics > Skin Care,EUR,Pelle & corpo,Trattamento corpo Spa,,,250 ml,unisex,new,IT:::0.00 EUR,it_IT
020425,4040218866490,Brilliant Nail Merlot,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.it/brilliant-nail?childSku=4040218866490,19.00 EUR,Lo smalto per unghie Brilliant Nail dà un tocco di audacia sbarazzina alle unghie delle mani e dei piedi e le fa brillare a lungo.,https://image.labiosthetique.com/i/square-1440/m2-product:brilliant_nail_merlot_355013_8ml_f687a9f.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > makeup,Health & Beauty > Personal Care > Cosmetics > Makeup,EUR,Make-up,,,,8 ml,unisex,new,IT:::0.00 EUR,it_IT
021052,4040218856989,Fresh Skin 4/5 Deep Brown,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.it/fresh-skin?childSku=4040218856989,35.50 EUR,"Agenti idratanti trattano la pelle, pigmenti equilibranti riducono le discromie: per un incarnato naturalmente omogeneo in un unico, semplice gesto!",https://image.labiosthetique.com/i/square-1440/m2-product:fresh_skin_4_5_deep_brown_260673_30ml_2a72c65.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > makeup,Health & Beauty > Personal Care > Cosmetics > Makeup,EUR,Make-up,,,,30 ml,unisex,new,IT:::0.00 EUR,it_IT
120162,4040218838688,Frizz Control Smoothing Conditioner,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.it/frizz-control-smoothing-conditioner,27.50 EUR,Trattamento express per domare i capelli ribelli,https://image.labiosthetique.com/i/square-1440/m2-product:frizz_control_smoothing_conditioner_247249_150ml_25e3465.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > hair care & styling,Health & Beauty > Personal Care > Hair Care,EUR,Capelli,Frizz Control,,,150 ml,unisex,new,IT:::0.00 EUR,it_IT
110282,4040218843088,Homme Texture Pomade,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.it/homme-texture-pomade,31.00 EUR,"A base acqua e semplice nell’uso: una versione moderna della pomata, per dare vita a stili modellabili, con una definizione naturale, una tenuta duratura e l'effetto matt della seta.",https://image.labiosthetique.com/i/square-1440/m2-product:homme_texture_pomade_247267_75ml_3c6bc2b.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > hair care & styling,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,EUR,Styling,Homme,,,75 ml,unisex,new,IT:::0.00 EUR,it_IT
110344,4040218869088,Artistic Hair Spray,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.it/artistic-hair-spray,22.00 EUR,La lacca non aerosol senza siliconi fissa tutti gli stili con una tenuta forte e permette di realizzare look stravaganti grazie ad un tempo di asciugatura leggermente rallentato.,https://image.labiosthetique.com/i/square-1440/m2-product:artistic_hair_spray_398123_250ml_72af289.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > hair care & styling,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,EUR,Styling,,,,250 ml,unisex,new,IT:::0.00 EUR,it_IT
016361,4040218847086,Eyeshadow Pen Camel,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.it/eyeshadow-pen?childSku=4040218847086,23.50 EUR,"Utilizzabile sia come eyeliner che come ombretto: Eyeshadow Pen dalla consistenza cremosa, facile da stendere e sfumare.",https://image.labiosthetique.com/i/square-1440/m2-product:eyeshadow_pen_camel_280259_1_4g_f3cf141.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > makeup,Health & Beauty > Personal Care > Cosmetics > Makeup,EUR,Make-up,,,,"1,4 g",unisex,new,IT:::0.00 EUR,it_IT
017502,4040218855586,Pencil for Eyes Forest Silk,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.it/pencil-for-eyes?childSku=4040218855586,21.50 EUR,La consistenza morbida e unica di questa straordinaria matita delicata permette un’applicazione estremamente precisa. Dona all’occhio un’espressività vivace e naturale.,https://image.labiosthetique.com/i/square-1440/m2-product:pencil_for_eyes_forest_silk_259679_1_06g_12ea3f8.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > makeup,Health & Beauty > Personal Care > Cosmetics > Makeup,EUR,Make-up,,,,"1,06 g",unisex,new,IT:::0.00 EUR,it_IT
003714,4040218856286,Spa Skin Perfecting Lifting Cream,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.it/spa-skin-perfecting-lifting-cream,37.50 EUR,Trattamento riducente delle rughe per collo e décolleté.,https://image.labiosthetique.com/i/square-1440/m2-product:spa_skin_perfecting_lifting_cream_329797_75ml_8ab700b.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > skin care,Health & Beauty > Personal Care > Cosmetics > Skin Care,EUR,Pelle & corpo,Trattamento corpo Spa,,,75 ml,unisex,new,IT:::0.00 EUR,it_IT
038242,4040218872286,Glam+Colour Creamy Caramel .02 .LB Colouring Mask,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.it/glam-colour-creamy-caramel-02-lb-colouring-mask,36.00 EUR,La maschera per capelli con pigmenti colorati e protezione del colore ha un effetto condizionante intensivo e dona ai capelli biondi un tono caramello cremoso con riflessi luminosi.,https://image.labiosthetique.com/i/square-1440/m2-product:glam_colour_creamy_caramel_.02_.lb_colouring_mask_381807_200ml_ad68d61.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > hair care & styling,Health & Beauty > Personal Care > Hair Care,EUR,Capelli,Glam Colour,,,200 ml,unisex,new,IT:::0.00 EUR,it_IT
021714,4040218841985,Natural Skin 3/3 Medium Gold,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.it/natural-skin?childSku=4040218841985,45.00 EUR,"Grazie alle sue componenti trattanti e idratanti, con media coprenza, il delicato fondotinta crea un incarnato liscio come la seta, naturalmente uniforme.",https://image.labiosthetique.com/i/square-1440/m2-product:natural_skin_3_3_medium_gold_390396_30ml_cfc3772.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > makeup,Health & Beauty > Personal Care > Cosmetics > Makeup,EUR,Make-up,,,,30 ml,unisex,new,IT:::0.00 EUR,it_IT
017803,4040218866285,Eye Performer White Sand,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.it/eye-performer?childSku=4040218866285,24.50 EUR,Grazie alla sua consistenza ultra morbida e al suo colore imbattibilmente intenso la matita per occhi waterproof Eye Performer garantisce risultati spettacolari e sguardi luminosi – a lunga durata.,https://image.labiosthetique.com/i/square-1440/m2-product:eye_performer_white_sand_354979_1_2g_86d1941.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > makeup,Health & Beauty > Personal Care > Cosmetics > Makeup,EUR,Make-up,,,,"1,2 g",unisex,new,IT:::0.00 EUR,it_IT
002485,4040218867985,Dermosthétique Hydrating Cleansing Foam,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.it/dermosthetique-hydrating-cleansing-foam,41.00 EUR,La mousse detergente delicata senza profumo con acido ialuronico rilassa la pelle con un’azione delicata e profonda.,https://image.labiosthetique.com/i/square-1440/m2-product:dermosth_tique_hydrating_cleansing_foam_247953_150ml_99a8b4e.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > skin care,Health & Beauty > Personal Care > Cosmetics > Skin Care,EUR,Pelle & corpo,Dermosthétique Skin,,,150 ml,unisex,new,IT:::0.00 EUR,it_IT
