id;name;category;text1;text2;text3;text4;text5;text6;text7;text8;text9;text10;link1Text;link1Url;link2Text;link2Url;link3Text;link3Url;image1ImageUrl;image1AltText;image1Link;image2ImageUrl;image2AltText;image2Link;image3ImageUrl;image3AltText;image3Link;image4ImageUrl;image4AltText;image4Link;image5ImageUrl;image5AltText;image5Link;image6ImageUrl;image6AltText;image6Link;additionalData1;additionalData2;additionalData3;additionalData4;additionalData5;additionalData6;additionalData7;additionalData8;additionalData9;additionalData10;additionalData11;additionalData12;additionalData13;additionalData14;additionalData15;additionalData16;additionalData17;additionalData18;additionalData19;additionalData20
016399;Eyeshadow Pen Smoky Topaz;Make-up;Eyeshadow Pen Smoky Topaz;;;;;;;;;;;https://www.labiosthetique.fr/eyeshadow-pen?childSku=4040218791099;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/e/y/eyeshadow_pen_smoky_topaz_247547_1_4g_967ad30.jpg/eyeshadow_pen_smoky_topaz_247547_1_4g_967ad30.jpg;;https://www.labiosthetique.fr/eyeshadow-pen?childSku=4040218791099;;;;;;;;;;;;;;;;Crayon à paupières pratique. Pour un maquillage des yeux parfait, résistant à l’eau et qui ne coule pas;;;;;;;;;;;;;;;;;;;
016301;Eyeshadow Pen Cloudy Lilac;Make-up;Eyeshadow Pen Cloudy Lilac;;;;;;;;;;;https://www.labiosthetique.fr/eyeshadow-pen?childSku=4040218829099;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/e/y/eyeshadow_pen_cloudy_lilac_247533_1_4g_3bfcefd.jpg/eyeshadow_pen_cloudy_lilac_247533_1_4g_3bfcefd.jpg;;https://www.labiosthetique.fr/eyeshadow-pen?childSku=4040218829099;;;;;;;;;;;;;;;;Crayon à paupières pratique. Pour un maquillage des yeux parfait, résistant à l’eau et qui ne coule pas;;;;;;;;;;;;;;;;;;;
002396;Sun Care Body Lotion SPF 50;Corps & Visage;Sun Care Body Lotion SPF 50;;;;;;;;;;;https://www.labiosthetique.fr/sun-care-body-lotion-spf-50;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/s/u/sun_care_body_lotion_spf_50_359049_200ml_eb1f61b.jpg/sun_care_body_lotion_spf_50_359049_200ml_eb1f61b.jpg;;https://www.labiosthetique.fr/sun-care-body-lotion-spf-50;;;;;;;;;;;;;;;;Lotion de protection solaire SPF 50;;;;;;;;;;;;;;;;;;;
120725;Spa Wellness Hair Shampoo;Cheveux;Spa Wellness Hair Shampoo;;;;;;;;;;;https://www.labiosthetique.fr/spa-wellness-hair-shampoo?childSku=4040218855999;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/s/p/spa_wellness_hair_shampoo_329927_250ml_6bca0d7.jpg/spa_wellness_hair_shampoo_329927_250ml_6bca0d7.jpg;;https://www.labiosthetique.fr/spa-wellness-hair-shampoo?childSku=4040218855999;;;;;;;;;;;;;;;;Shampooing bien-être à usage quotidien;;;;;;;;;;;;;;;;;;;
120107;Glam+Colour Icy Crystal .07 .LV Colouring Conditioner;Cheveux;Glam+Colour Icy Crystal .07 .LV Colouring Conditioner;;;;;;;;;;;https://www.labiosthetique.fr/glam-colour-icy-crystal-07-lv-colouring-conditioner;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/g/l/glam_colour_icy_crystal_.07_.lv_colouring_conditioner_381819_150ml_992a2dd.jpg/glam_colour_icy_crystal_.07_.lv_colouring_conditioner_381819_150ml_992a2dd.jpg;;https://www.labiosthetique.fr/glam-colour-icy-crystal-07-lv-colouring-conditioner;;;;;;;;;;;;;;;;Soin pour les tonalités blondes aux reflets froids;;;;;;;;;;;;;;;;;;;
019055;Automatic Pencil for Lips LL32 Rosewood;Make-up;Automatic Pencil for Lips LL32 Rosewood;;;;;;;;;;;https://www.labiosthetique.fr/automatic-pencil-for-lips?childSku=4040218888799;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/a/u/automatic_pencil_for_lips_ll32_rosewood_247661_0_35g_bcf0a7c.jpg/automatic_pencil_for_lips_ll32_rosewood_247661_0_35g_bcf0a7c.jpg;;https://www.labiosthetique.fr/automatic-pencil-for-lips?childSku=4040218888799;;;;;;;;;;;;;;;;Crayon contour des lèvres résistant à l'eau pour un contour des lèvres précis;;;;;;;;;;;;;;;;;;;
020607;Brilliant Nail Base & Top Coat;Make-up;Brilliant Nail Base & Top Coat;;;;;;;;;;;https://www.labiosthetique.fr/brilliant-nail-top-coat;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/b/r/brilliant_nail_top_coat_247759_9ml_d91b577.jpg/brilliant_nail_top_coat_247759_9ml_d91b577.jpg;;https://www.labiosthetique.fr/brilliant-nail-top-coat;;;;;;;;;;;;;;;;Vernis transparent et protecteur à appliquer sous, sur ou à la place d’un vernis de couleur;;;;;;;;;;;;;;;;;;;
017524;Pencil for Eyes Violet Silk;Make-up;Pencil for Eyes Violet Silk;;;;;;;;;;;https://www.labiosthetique.fr/pencil-for-eyes?childSku=4040218875898;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/p/e/pencil_for_eyes_violet_silk_388826_1_06g_fdde857.jpg/pencil_for_eyes_violet_silk_388826_1_06g_fdde857.jpg;;https://www.labiosthetique.fr/pencil-for-eyes?childSku=4040218875898;;;;;;;;;;;;;;;;Khôl doux pour un regard naturel jour après jour;;;;;;;;;;;;;;;;;;;
003939;Homme Hair Beard Body Wash;Cheveux,Corps & Visage;Homme Hair Beard Body Wash;;;;;;;;;;;https://www.labiosthetique.fr/hair-beard-body-wash?childSku=4040218802597;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/h/o/homme_hair_beard_body_wash_247993_75ml_39d6dd2.jpg/homme_hair_beard_body_wash_247993_75ml_39d6dd2.jpg;;https://www.labiosthetique.fr/hair-beard-body-wash?childSku=4040218802597;;;;;;;;;;;;;;;;Pour la peau, les cheveux et la barbe : gel de douche énergisant qui nettoie en douceur, hydrate et protège la peau et les cheveux du dessèchement.;;;;;;;;;;;;;;;;;;;
003737;Comforting Hydro Toner;Corps & Visage;Comforting Hydro Toner;;;;;;;;;;;https://www.labiosthetique.fr/comforting-hydro-toner?childSku=4040218868197;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/c/o/comforting_hydro_toner_392037_50ml_8643769.jpg/comforting_hydro_toner_392037_50ml_8643769.jpg;;https://www.labiosthetique.fr/comforting-hydro-toner?childSku=4040218868197;;;;;;;;;;;;;;;;EX VISALIX SENSITIF;;;;;;;;;;;;;;;;;;;
120931;Hairloss Control Scalp Concentrate;Cheveux;Hairloss Control Scalp Concentrate;;;;;;;;;;;https://www.labiosthetique.fr/hairloss-control-scalp-concentrate;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/h/a/hairloss_control_scalp_concentrate_384383_100ml_4e2f9e9.jpg/hairloss_control_scalp_concentrate_384383_100ml_4e2f9e9.jpg;;https://www.labiosthetique.fr/hairloss-control-scalp-concentrate;;;;;;;;;;;;;;;;Concentré du cuir chevelu contre la chute des cheveux;;;;;;;;;;;;;;;;;;;
002739;Clarifying Spot Gel;Corps & Visage;Clarifying Spot Gel;;;;;;;;;;;https://www.labiosthetique.fr/clarifying-spot-gel;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/c/l/clarifying_spot_gel_396279_15ml_66db2a2.jpg/clarifying_spot_gel_396279_15ml_66db2a2.jpg;;https://www.labiosthetique.fr/clarifying-spot-gel;;;;;;;;;;;;;;;;EX LIKOPAN GEL;;;;;;;;;;;;;;;;;;;
021278;Liquid Glam;Make-up;Liquid Glam;;;;;;;;;;;https://www.labiosthetique.fr/liquid-glam;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/l/i/liquid_glam_388847_4ml_0f1203c.jpg/liquid_glam_388847_4ml_0f1203c.jpg;;https://www.labiosthetique.fr/liquid-glam;;;;;;;;;;;;;;;;Gel transparent pailleté;;;;;;;;;;;;;;;;;;;
002628;Sun Care Stick SPF 50+;Corps & Visage;Sun Care Stick SPF 50+;;;;;;;;;;;https://www.labiosthetique.fr/sun-care-stick-spf-50;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/s/u/sun_care_stick_spf_50_248079_8g_405648b.jpg/sun_care_stick_spf_50_248079_8g_405648b.jpg;;https://www.labiosthetique.fr/sun-care-stick-spf-50;;;;;;;;;;;;;;;;Protection solaire très élevée pour les peaux sensibles;;;;;;;;;;;;;;;;;;;
123212;Colour Protection Structure Restoring Treatment;Cheveux;Colour Protection Structure Restoring Treatment;;;;;;;;;;;https://www.labiosthetique.fr/colour-protection-structure-restoring-treatment;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/c/o/colour_protection_structure_restoring_treatment_247177_1Set_89b3601.jpg/colour_protection_structure_restoring_treatment_247177_1Set_89b3601.jpg;;https://www.labiosthetique.fr/colour-protection-structure-restoring-treatment;;;;;;;;;;;;;;;;Soin intensément restructurant;;;;;;;;;;;;;;;;;;;
002241;After Sun Soothing Hydro Spray;Corps & Visage;After Sun Soothing Hydro Spray;;;;;;;;;;;https://www.labiosthetique.fr/after-sun-soothing-hydro-spray;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/a/f/after_sun_soothing_hydro_spray_356893_100ml_d6d8669.jpg/after_sun_soothing_hydro_spray_356893_100ml_d6d8669.jpg;;https://www.labiosthetique.fr/after-sun-soothing-hydro-spray;;;;;;;;;;;;;;;;Spray après soleil hydratant et apaisant;;;;;;;;;;;;;;;;;;;
120613;Fortifying Shampoo;Cheveux;Fortifying Shampoo;;;;;;;;;;;https://www.labiosthetique.fr/fortifying-shampoo;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/f/o/fortifying_shampoo_382571_250ml_a2d6f95.jpg/fortifying_shampoo_382571_250ml_a2d6f95.jpg;;https://www.labiosthetique.fr/fortifying-shampoo;;;;;;;;;;;;;;;;Shampooing fortifiant;;;;;;;;;;;;;;;;;;;
053518;Porte-savon;Corps & Visage;Porte-savon;;;;;;;;;;;https://www.labiosthetique.fr/seifenschale;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/s/e/seifenschale_280291_1St_ck_af203e0.jpg/seifenschale_280291_1St_ck_af203e0.jpg;;https://www.labiosthetique.fr/seifenschale;;;;;;;;;;;;;;;;Un élégant porte-savon spécialement créé pour Le Savon Spa, en acrylique noble satiné avec des pieds en caoutchouc antidérapant .;;;;;;;;;;;;;;;;;;;
