id;name;category;text1;text2;text3;text4;text5;text6;text7;text8;text9;text10;link1Text;link1Url;link2Text;link2Url;link3Text;link3Url;image1ImageUrl;image1AltText;image1Link;image2ImageUrl;image2AltText;image2Link;image3ImageUrl;image3AltText;image3Link;image4ImageUrl;image4AltText;image4Link;image5ImageUrl;image5AltText;image5Link;image6ImageUrl;image6AltText;image6Link;additionalData1;additionalData2;additionalData3;additionalData4;additionalData5;additionalData6;additionalData7;additionalData8;additionalData9;additionalData10;additionalData11;additionalData12;additionalData13;additionalData14;additionalData15;additionalData16;additionalData17;additionalData18;additionalData19;additionalData20
017945;Perfect Boost;Make-up;Perfect Boost;;;;;;;;;;;https://www.labiosthetique.ch/fr/perfect-boost;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/p/e/perfect_boost_247649_8ml_aaf55ce.jpg/perfect_boost_247649_8ml_aaf55ce.jpg;;https://www.labiosthetique.ch/fr/perfect-boost;;;;;;;;;;;;;;;;Base de mascara pour des cils longs et nourris;;;;;;;;;;;;;;;;;;;
016399;Eyeshadow Pen Smoky Topaz;Make-up;Eyeshadow Pen Smoky Topaz;;;;;;;;;;;https://www.labiosthetique.ch/fr/eyeshadow-pen?childSku=4040218791099;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/e/y/eyeshadow_pen_smoky_topaz_247547_1_4g_967ad30.jpg/eyeshadow_pen_smoky_topaz_247547_1_4g_967ad30.jpg;;https://www.labiosthetique.ch/fr/eyeshadow-pen?childSku=4040218791099;;;;;;;;;;;;;;;;Crayon à paupières pratique. Pour un maquillage des yeux parfait, résistant à l’eau et qui ne coule pas;;;;;;;;;;;;;;;;;;;
016301;Eyeshadow Pen Cloudy Lilac;Make-up;Eyeshadow Pen Cloudy Lilac;;;;;;;;;;;https://www.labiosthetique.ch/fr/eyeshadow-pen?childSku=4040218829099;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/e/y/eyeshadow_pen_cloudy_lilac_247533_1_4g_3bfcefd.jpg/eyeshadow_pen_cloudy_lilac_247533_1_4g_3bfcefd.jpg;;https://www.labiosthetique.ch/fr/eyeshadow-pen?childSku=4040218829099;;;;;;;;;;;;;;;;Crayon à paupières pratique. Pour un maquillage des yeux parfait, résistant à l’eau et qui ne coule pas;;;;;;;;;;;;;;;;;;;
002396;Sun Care Body Lotion SPF 50;Corps & visage;Sun Care Body Lotion SPF 50;;;;;;;;;;;https://www.labiosthetique.ch/fr/sun-care-body-lotion-spf-50;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/s/u/sun_care_body_lotion_spf_50_359049_200ml_eb1f61b.jpg/sun_care_body_lotion_spf_50_359049_200ml_eb1f61b.jpg;;https://www.labiosthetique.ch/fr/sun-care-body-lotion-spf-50;;;;;;;;;;;;;;;;Lotion de protection solaire SPF 50;;;;;;;;;;;;;;;;;;;
120725;Spa Wellness Hair Shampoo;Cheveux;Spa Wellness Hair Shampoo;;;;;;;;;;;https://www.labiosthetique.ch/fr/spa-wellness-hair-shampoo?childSku=4040218855999;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/s/p/spa_wellness_hair_shampoo_329927_250ml_6bca0d7.jpg/spa_wellness_hair_shampoo_329927_250ml_6bca0d7.jpg;;https://www.labiosthetique.ch/fr/spa-wellness-hair-shampoo?childSku=4040218855999;;;;;;;;;;;;;;;;Shampooing bien-être à usage quotidien;;;;;;;;;;;;;;;;;;;
120107;Glam+Colour Icy Crystal .07 .LV Colouring Conditioner;Cheveux;Glam+Colour Icy Crystal .07 .LV Colouring Conditioner;;;;;;;;;;;https://www.labiosthetique.ch/fr/glam-colour-icy-crystal-07-lv-colouring-conditioner;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/g/l/glam_colour_icy_crystal_.07_.lv_colouring_conditioner_381819_150ml_992a2dd.jpg/glam_colour_icy_crystal_.07_.lv_colouring_conditioner_381819_150ml_992a2dd.jpg;;https://www.labiosthetique.ch/fr/glam-colour-icy-crystal-07-lv-colouring-conditioner;;;;;;;;;;;;;;;;Soin pour les tonalités blondes aux reflets froids;;;;;;;;;;;;;;;;;;;
019055;Automatic Pencil for Lips LL32 Rosewood;Make-up;Automatic Pencil for Lips LL32 Rosewood;;;;;;;;;;;https://www.labiosthetique.ch/fr/automatic-pencil-for-lips?childSku=4040218888799;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/a/u/automatic_pencil_for_lips_ll32_rosewood_247661_0_35g_bcf0a7c.jpg/automatic_pencil_for_lips_ll32_rosewood_247661_0_35g_bcf0a7c.jpg;;https://www.labiosthetique.ch/fr/automatic-pencil-for-lips?childSku=4040218888799;;;;;;;;;;;;;;;;Crayon contour des lèvres résistant à l'eau pour un contour des lèvres précis;;;;;;;;;;;;;;;;;;;
020607;Brilliant Nail Base & Top Coat;Make-up;Brilliant Nail Base & Top Coat;;;;;;;;;;;https://www.labiosthetique.ch/fr/brilliant-nail-top-coat;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/b/r/brilliant_nail_top_coat_247759_9ml_d91b577.jpg/brilliant_nail_top_coat_247759_9ml_d91b577.jpg;;https://www.labiosthetique.ch/fr/brilliant-nail-top-coat;;;;;;;;;;;;;;;;Vernis transparent et protecteur à appliquer sous, sur ou à la place d’un vernis de couleur;;;;;;;;;;;;;;;;;;;
017524;Pencil for Eyes Violet Silk;Make-up;Pencil for Eyes Violet Silk;;;;;;;;;;;https://www.labiosthetique.ch/fr/pencil-for-eyes?childSku=4040218875898;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/p/e/pencil_for_eyes_violet_silk_388826_1_06g_fdde857.jpg/pencil_for_eyes_violet_silk_388826_1_06g_fdde857.jpg;;https://www.labiosthetique.ch/fr/pencil-for-eyes?childSku=4040218875898;;;;;;;;;;;;;;;;Khôl doux pour un regard naturel jour après jour;;;;;;;;;;;;;;;;;;;
002142;Harmonising Wellness Tea Sachets;Corps & visage;Harmonising Wellness Tea Sachets;;;;;;;;;;;https://www.labiosthetique.ch/fr/harmonising-wellness-tea?childSku=4040218879698;;;;;https://img.labiosthetique.de/live-ecs/resize-cover/500/0/h/a/harmonising_wellness_tea_beutel_405842_30g_c63bcfe.jpg/harmonising_wellness_tea_beutel_405842_30g_c63bcfe.jpg;;https://www.labiosthetique.ch/fr/harmonising-wellness-tea?childSku=4040218879698;;;;;;;;;;;;;;;;Tisane bien-être issue de l'agriculture biologique contrôlée;;;;;;;;;;;;;;;;;;;
