id,gtin,title,brand,link,price,description,image_link,availability,quantity_to_sell_on_facebook,fb_product_category,google_product_category,currency,custom_label_0,custom_label_1,custom_label_2,custom_label_3,size,gender,condition,shipping
120613,4040218871395,Fortifying Shampoo,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.ch/de/fortifying-shampoo,33.00 CHF,"Das milde Shampoo stärkt die Haarwurzeln, schenkt geschwächtem, brüchigem Haar neue Kraft und bereitet die Kopfhaut auf die nachfolgende Pflege gegen Haarausfall und Haarwachstumsstörungen vor. Für alle Liebhaber von Shampooing Bio-Fanelan wird dies Ihr neues Lieblingsprodukt.",https://image.labiosthetique.com/i/square-1440/m2-product:fortifying_shampoo_382571_250ml_a2d6f95.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > hair care & styling,Health & Beauty > Personal Care > Hair Care,EUR,Haarpflege,Méthode Régénérante,,,250 ml,unisex,new,CH:::0.00 CHF
016756,4040218824094,Magic Shadow 47 Smooth Cappuccino,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.ch/de/magic-shadow?childSku=4040218824094,28.00 CHF,Der Puder-Lidschatten zaubert mit seinen pudrigen Farbpigmenten magische Akzente auf die Augenlider.,https://image.labiosthetique.com/i/square-1440/m2-product:magic_shadow_47_smooth_cappuccino_247563_2_5g_52b48c6.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > makeup,Health & Beauty > Personal Care > Cosmetics > Makeup,EUR,Make-up,,,,"2,5 g",unisex,new,CH:::0.00 CHF
017622,4040218889994,Brow Definer B01 Dark Brown,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.ch/de/brow-definer?childSku=4040218889994,28.00 CHF,"Der stylish schlanke Brow Definer definiert mühelos präzise, natürlich wirkende Brauen, setzt einzelne Härchen und nuanciert Konturen. Die ultrafeine Spitze ist auf einen Dreh perfekt on point. Mit veganen, natürlichen Inhaltsstoffen und pflegenden Vitaminen.",https://image.labiosthetique.com/i/square-1440/m2-product:brow_definer_b01_dark_brown_406083_0_09g_16b83b4.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > makeup,Health & Beauty > Personal Care > Cosmetics > Makeup,EUR,Make-up,,,,"0,09 g",unisex,new,CH:::0.00 CHF
016966,4040218814293,Eyeshadow Pen Macadamia,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.ch/de/eyeshadow-pen?childSku=4040218814293,26.00 CHF,"Als Lidschatten oder Eyeliner anwendbar: Eyeshadow Pen mit cremig weicher Textur, die sich einfach auftragen und verblenden lässt",https://image.labiosthetique.com/i/square-1440/m2-product:eyeshadow_pen_macadamia_247575_1_4g_a242ab1.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > makeup,Health & Beauty > Personal Care > Cosmetics > Makeup,EUR,Make-up,,,,"1,4 g",female,new,CH:::0.00 CHF
019462,4040218830293,Sensual Lipstick Brilliant B236 Sparkling Sorbet,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.ch/de/sensual-lipstick-brilliant?childSku=4040218830293,30.00 CHF,Der Lippenstift pflegt mit wertvollen Ölen und sorgt für einen filmreifen Kussmund.,https://image.labiosthetique.com/i/square-1440/m2-product:sensual_lipstick_brilliant_b236_sparkling_sorbet_324229_3_3g_110340c.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > makeup,Health & Beauty > Personal Care > Cosmetics > Makeup,EUR,Make-up,,,,"3,3 g",unisex,new,CH:::0.00 CHF
120772,4040218843293,Volume Strengthening Shampoo,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.ch/de/volume-strengthening-shampoo?childSku=4040218843293,29.50 CHF,"Das milde Strengthening Shampoo reinigt die Haare sanft, vitalisiert feines, dünnes Haar, kräftigt und versiegelt die Haarfaser und schafft spürbar mehr Dichte und Volumen.",https://image.labiosthetique.com/i/square-1440/m2-product:volume_strengthening_shampoo_247449_250ml_5bc44f8.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > hair care & styling,Health & Beauty > Personal Care > Hair Care,EUR,Haarpflege,Volume,Topseller,,250 ml,unisex,new,CH:::0.00 CHF
002795,4040218846393,Dermosthétique Instant Lifting Eye Patch,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.ch/de/dermosthetique-age-3-instant-lifting-eye-patch,73.00 CHF,"Dank seines einzigartigen Hydrogelsystems wirkt das kühlende Augenpad intensiv befeuchtend, sorgt für eine sofortige Beruhigung und sichtbare Glättung der Augenpartie.",https://image.labiosthetique.com/i/square-1440/m2-product:dermosth_tique_instant_lifting_eye_patch_247961_20St_ck_fcee1f3.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > skin care,Health & Beauty > Personal Care > Cosmetics > Skin Care,EUR,Haut- & Körperpflege,Dermosthétique Skin,,,20 pcs,unisex,new,CH:::0.00 CHF
016518,4040218866193,Magic Shadow 51 Pale Mauve,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.ch/de/magic-shadow?childSku=4040218866193,28.00 CHF,Der Puder-Lidschatten zaubert mit seinen pudrigen Farbpigmenten magische Akzente auf die Augenlider.,https://image.labiosthetique.com/i/square-1440/m2-product:magic_shadow_51_pale_mauve_354967_2_5g_26ea289.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > makeup,Health & Beauty > Personal Care > Cosmetics > Makeup,EUR,Make-up,,,,"2,5 g",unisex,new,CH:::0.00 CHF
021567,4040218878493,Perfect Skin 2/2 Medium Beige,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.ch/de/perfect-skin?childSku=4040218878493,44.00 CHF,Mit hoher Pigmentdichte und starker Deckkraft gleicht die schmelzende Creme-Foundation Hautunebenheiten mühelos aus und sorgt für lang anhaltende Perfektion.,https://image.labiosthetique.com/i/square-1440/m2-product:perfect_skin_2_2_medium_beige_391647_30ml_c8fcf27.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > makeup,Health & Beauty > Personal Care > Cosmetics > Makeup,EUR,Make-up,,,,30 ml,unisex,new,CH:::0.00 CHF
003912,4040218856392,Spa Wellness Soap,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.ch/de/spa-wellness-soap?childSku=4040218856392,24.50 CHF,Sanfte Wellness-Seife zur Reinigung von Gesicht und Körper.,https://image.labiosthetique.com/i/square-1440/m2-product:spa_wellness_soap_329815_150g_f6c2129.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > skin care,Health & Beauty > Personal Care > Cosmetics > Skin Care,EUR,Haut- & Körperpflege,Spa & Wellnesskörperpflege,,,150 g,unisex,new,CH:::0.00 CHF
016312,4040218860191,Eyeshadow Pen Blooming Grace,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.ch/de/eyeshadow-pen?childSku=4040218860191,26.00 CHF,"Als Lidschatten oder Eyeliner anwendbar: Eyeshadow Pen mit cremig weicher Textur, die sich einfach auftragen und verblenden lässt",https://image.labiosthetique.com/i/square-1440/m2-product:eyeshadow_pen_blooming_grace_322643_1_4g_48ca459.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > makeup,Health & Beauty > Personal Care > Cosmetics > Makeup,EUR,Make-up,,,,"1,4 g",unisex,new,CH:::0.00 CHF
120045,4040218861891,Long Hair Protective Conditioning Fluid,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.ch/de/long-hair-protective-conditioning-fluid-1,34.00 CHF,"Im Handumdrehen angewandt, spendet das Leave-In Pflegefluid dem Haar Feuchtigkeit, gleicht Strukturunterschiede aus und schützt es vor Haarbruch, Schadstoffpartikeln und anderen schädlichen Umwelteinflüssen.",https://image.labiosthetique.com/i/square-1440/m2-product:long_hair_protective_conditioning_fluid_386232_125ml_35ec887.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > hair care & styling,Health & Beauty > Personal Care > Hair Care,EUR,Haarpflege,Long Hair,,,125 ml,unisex,new,CH:::0.00 CHF
017575,4040218865691,Perfect Volume Brown,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.ch/de/perfect-volume?childSku=4040218865691,31.00 CHF,"Die Volumen-Wimperntusche zaubert ultimatives Volumen, verführerischen Glanz und flexiblem Halt - mit sofortigem Wow-Effekt.",https://image.labiosthetique.com/i/square-1440/m2-product:perfect_volume_brown_247621_8ml_48b40e4.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > makeup,Health & Beauty > Personal Care > Cosmetics > Makeup,EUR,Make-up,,,,8 ml,unisex,new,CH:::0.00 CHF
016594,4040218870091,Magic Shadow 54 Satin Mango,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.ch/de/magic-shadow?childSku=4040218870091,28.00 CHF,Der Puder-Lidschatten zaubert mit seinen pudrigen Farbpigmenten magische Akzente auf die Augenlider.,https://image.labiosthetique.com/i/square-1440/m2-product:magic_shadow_54_satin_mango_378589_2_5g_c94a2fa.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > makeup,Health & Beauty > Personal Care > Cosmetics > Makeup,EUR,Make-up,,,,"2,5 g",unisex,new,CH:::0.00 CHF
016347,4040218881691,Eyeshadow Pen Sugar Plum,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.ch/de/eyeshadow-pen?childSku=4040218881691,26.00 CHF,"Als Lidschatten oder Eyeliner anwendbar: Eyeshadow Pen mit cremig weicher Textur, die sich einfach auftragen und verblenden lässt",https://image.labiosthetique.com/i/square-1440/m2-product:eyeshadow_pen_sugar_plum_396594_1_4g_20e1f93.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > makeup,Health & Beauty > Personal Care > Cosmetics > Makeup,EUR,Make-up,,,,"1,4 g",unisex,new,CH:::0.00 CHF
120253,4040218837490,Sun Care Styling Lacquer,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.ch/de/sun-care-styling-lacquer,28.00 CHF,Der sommerlich duftende Non-Aerosol Haarlack eignet sich speziell für den Outdoor-Bereich. Mit nicht wasserlöslichen UV-Filtern schützt er sonnenstrapaziertes Haar und hält es perfekt in Form.,https://image.labiosthetique.com/i/square-1440/m2-product:sun_care_styling_lacquer_402607_200ml_5ccb900.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > hair care & styling,"Health & Beauty > Personal Care > Hair Care,Health & Beauty > Personal Care > Hair Care > Hair Styling Products",EUR,"Haarpflege,Styling",Soleil,,,200 ml,unisex,new,CH:::0.00 CHF
002192,4040218855890,Spa Relaxing Body Lotion,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.ch/de/spa-relaxing-body-lotion?childSku=4040218855890,33.00 CHF,Entspannende Körperlotion,https://image.labiosthetique.com/i/square-1440/m2-product:spa_relaxing_body_lotion_329677_250ml_05514d9.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > skin care,Health & Beauty > Personal Care > Cosmetics > Skin Care,EUR,Haut- & Körperpflege,Spa & Wellnesskörperpflege,,,250 ml,unisex,new,CH:::0.00 CHF
020425,4040218866490,Brilliant Nail Merlot,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.ch/de/brilliant-nail?childSku=4040218866490,21.00 CHF,Der Nagellack Brilliant Nail peppt Hand- und Fußnägel frech auf und bringt sie auf Hochglanz – langanhaltend.,https://image.labiosthetique.com/i/square-1440/m2-product:brilliant_nail_merlot_355013_8ml_f687a9f.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > makeup,Health & Beauty > Personal Care > Cosmetics > Makeup,EUR,Make-up,,,,8 ml,unisex,new,CH:::0.00 CHF
120701,4040218843989,Long Hair Refreshing Dry Shampoo,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.ch/de/long-hair-refreshing-dry-shampoo-1,18.50 CHF,"Mit feinstem Reisstärkepuder absorbiert Refresh Dry Shampoo überschüssige Öle. Ansätze und Längen werden auf natürliche Weise aufgefrischt. Das Haar duftet, wirkt locker voluminös und wie frisch gewaschen.",https://image.labiosthetique.com/i/square-1440/m2-product:long_hair_refreshing_dry_shampoo_147647_75ml_ff0a66c.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > hair care & styling,Health & Beauty > Personal Care > Hair Care,EUR,Haarpflege,Long Hair,,,75 ml,unisex,new,CH:::0.00 CHF
021052,4040218856989,Fresh Skin 4/5 Deep Brown,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.ch/de/fresh-skin?childSku=4040218856989,41.00 CHF,"Feuchtigkeitsspender pflegen die Haut, ausgleichende Pigmente mindern Farbunebenheiten; für einen natürlich ebenmäßigen Teint in einer einzigen, einfachen Geste!",https://image.labiosthetique.com/i/square-1440/m2-product:fresh_skin_4_5_deep_brown_260673_30ml_2a72c65.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > makeup,Health & Beauty > Personal Care > Cosmetics > Makeup,EUR,Make-up,,,,30 ml,unisex,new,CH:::0.00 CHF
120162,4040218838688,Frizz Control Smoothing Conditioner,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.ch/de/frizz-control-smoothing-conditioner,33.50 CHF,"Smoothing Conditioner stabilisiert den Feuchtigkeitshaushalt unruhiger Haare und versorgt sie mit Nährstoffen. Er gleicht Strukturunterschiede aus und glättet die Haaroberfläche. Das fühlbar beruhigte Haar lässt sich mühelos stylen, bleibt den ganzen Tag in Form, ist geschmeidig und glänzt seidig.",https://image.labiosthetique.com/i/square-1440/m2-product:frizz_control_smoothing_conditioner_247249_150ml_25e3465.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > hair care & styling,Health & Beauty > Personal Care > Hair Care,EUR,Haarpflege,Frizz Control,,,150 ml,unisex,new,CH:::0.00 CHF
110282,4040218843088,Homme Texture Pomade,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.ch/de/homme-texture-pomade,35.00 CHF,"Wasserbasiert und unkompliziert: Die moderne Version der Pomade schafft remodellierbare Styles mit natürlicher Definition, aufbaubarem Halt und Seidenmatt-Effekt.",https://image.labiosthetique.com/i/square-1440/m2-product:homme_texture_pomade_247267_75ml_3c6bc2b.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > hair care & styling,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,EUR,Styling,Homme,,,75 ml,unisex,new,CH:::0.00 CHF
110344,4040218869088,Artistic Hair Spray,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.ch/de/artistic-hair-spray,25.50 CHF,Das silikonfreie Non-Aerosol Haarspray fixiert sämtliche Stylings mit starkem Halt und ermöglicht ausgefallene Looks durch eine leicht verzögerte Trocknungszeit.,https://image.labiosthetique.com/i/square-1440/m2-product:artistic_hair_spray_398123_250ml_72af289.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > hair care & styling,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,EUR,Styling,,Topseller,,250 ml,unisex,new,CH:::0.00 CHF
016361,4040218847086,Eyeshadow Pen Camel,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.ch/de/eyeshadow-pen?childSku=4040218847086,26.00 CHF,"Als Lidschatten oder Eyeliner anwendbar: Eyeshadow Pen mit cremig weicher Textur, die sich einfach auftragen und verblenden lässt",https://image.labiosthetique.com/i/square-1440/m2-product:eyeshadow_pen_camel_280259_1_4g_f3cf141.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > makeup,Health & Beauty > Personal Care > Cosmetics > Makeup,EUR,Make-up,,,,"1,4 g",unisex,new,CH:::0.00 CHF
017502,4040218855586,Pencil for Eyes Forest Silk,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.ch/de/pencil-for-eyes?childSku=4040218855586,25.50 CHF,Der herrlich sanfte Kajal lässt sich durch seine einzigartig geschmeidige Textur hochpräzise auftragen und verleiht den Augen eine natürlich wache Ausstrahlungskraft.,https://image.labiosthetique.com/i/square-1440/m2-product:pencil_for_eyes_forest_silk_259679_1_06g_12ea3f8.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > makeup,Health & Beauty > Personal Care > Cosmetics > Makeup,EUR,Make-up,,,,"1,06 g",unisex,new,CH:::0.00 CHF
003714,4040218856286,Spa Skin Perfecting Lifting Cream,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.ch/de/spa-skin-perfecting-lifting-cream,43.50 CHF,Falten reduzierende Pflege für Hals und Dekolleté.,https://image.labiosthetique.com/i/square-1440/m2-product:spa_skin_perfecting_lifting_cream_329797_75ml_8ab700b.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > skin care,Health & Beauty > Personal Care > Cosmetics > Skin Care,EUR,Haut- & Körperpflege,Spa & Wellnesskörperpflege,,,75 ml,unisex,new,CH:::0.00 CHF
016332,4040218869286,Eyeshadow Pen Rosebud,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.ch/de/eyeshadow-pen?childSku=4040218869286,26.00 CHF,"Als Lidschatten oder Eyeliner anwendbar: Eyeshadow Pen mit cremig weicher Textur, die sich einfach auftragen und verblenden lässt",https://image.labiosthetique.com/i/square-1440/m2-product:eyeshadow_pen_rosebud_378571_1_4g_24c8fb7.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > makeup,Health & Beauty > Personal Care > Cosmetics > Makeup,EUR,Make-up,,,,"1,4 g",unisex,new,CH:::0.00 CHF
038242,4040218872286,Glam+Colour Creamy Caramel .02 .LB Colouring Mask,Laboratoire Biosthétique Kosmetik,https://www.labiosthetique.ch/de/glam-colour-creamy-caramel-02-lb-colouring-mask,45.00 CHF,Die Haarmaske mit Farbpigmenten und Farbschutz wirkt intensiv pflegend und verleiht blondem Haar einen cremigen Karamell-Ton mit leuchtenden Reflexen.,https://image.labiosthetique.com/i/square-1440/m2-product:glam_colour_creamy_caramel_.02_.lb_colouring_mask_381807_200ml_ad68d61.jpg/feed-media.jpg,in stock,100,health & beauty > beauty > hair care & styling,Health & Beauty > Personal Care > Hair Care,EUR,Haarpflege,Glam Colour,,,200 ml,unisex,new,CH:::0.00 CHF
